record_date,workshop_code,output_qty,output_unit
2024-07-16,W03,95.97,吨
2024-07-16,W04,4346.531,件
2024-07-16,W05,6720.388,平方米
2024-07-16,W06,275.871,台
2024-07-16,W07,524.455,吨蒸汽
2024-07-16,W08,10591.278,件
2024-07-17,W01,247.514,吨
2024-07-17,W02,319.991,吨
2024-07-17,W03,95.421,吨
2024-07-17,W04,4431.346,件
2024-07-17,W05,7804.879,平方米
2024-07-17,W06,286.387,台
2024-07-17,W07,522.182,吨蒸汽
2024-07-17,W08,10719.384,件
2024-07-18,W01,254.818,吨
2024-07-18,W02,321.88,吨
2024-07-18,W03,87.502,吨
2024-07-18,W04,4207.301,件
2024-07-18,W05,7058.285,平方米
2024-07-18,W06,291.975,台
2024-07-18,W07,529.335,吨蒸汽
2024-07-18,W08,9298.543,件
2024-07-19,W01,276.982,吨
2024-07-19,W02,300.559,吨
2024-07-19,W03,90.467,吨
2024-07-19,W04,3928.446,件
2024-07-19,W05,6609.325,平方米
2024-07-19,W06,234.757,台
2024-07-19,W07,544.812,吨蒸汽
2024-07-19,W08,10141.123,件
2024-07-20,W01,273.664,吨
2024-07-20,W02,326.838,吨
2024-07-20,W03,88.848,吨
2024-07-20,W04,2715.407,件
2024-07-20,W05,4688.005,平方米
2024-07-20,W06,162.847,台
2024-07-20,W07,479.889,吨蒸汽
2024-07-20,W08,5762.681,件
2024-07-21,W01,265.274,吨
2024-07-21,W02,272.734,吨
2024-07-21,W03,93.608,吨
2024-07-21,W04,894.733,件
2024-07-21,W05,1319.255,平方米
2024-07-21,W06,49.596,台
2024-07-21,W07,534.455,吨蒸汽
2024-07-21,W08,1942.447,件
2024-07-22,W01,268.495,吨
2024-07-22,W02,323.264,吨
2024-07-22,W03,97.748,吨
2024-07-22,W04,4338.197,件
2024-07-22,W05,7175.356,平方米
2024-07-22,W06,271.032,台
2024-07-22,W07,541.094,吨蒸汽
2024-07-22,W08,10338.842,件
2024-07-23,W01,272.587,吨
2024-07-23,W02,350.364,吨
2024-07-23,W03,98.668,吨
2024-07-23,W04,4428.182,件
2024-07-23,W05,6802.835,平方米
2024-07-23,W06,266.805,台
2024-07-23,W07,516.253,吨蒸汽
2024-07-23,W08,10756.884,件
2024-07-24,W01,264.808,吨
2024-07-24,W02,339.48,吨
2024-07-24,W03,96.729,吨
2024-07-24,W04,4763.952,件
2024-07-24,W05,7259.686,平方米
2024-07-24,W06,294.399,台
2024-07-24,W07,520.866,吨蒸汽
2024-07-24,W08,10388.279,件
2024-07-25,W01,255.78,吨
2024-07-25,W02,322.699,吨
2024-07-25,W03,96.407,吨
2024-07-25,W04,3983.657,件
2024-07-25,W05,6783.555,平方米
2024-07-25,W06,278.413,台
2024-07-25,W07,504.756,吨蒸汽
2024-07-25,W08,10936.754,件
2024-07-26,W01,283.291,吨
2024-07-26,W02,278.21,吨
2024-07-26,W03,103.675,吨
2024-07-26,W04,4153.514,件
2024-07-26,W05,6479.387,平方米
2024-07-26,W06,256.932,台
2024-07-26,W07,557.834,吨蒸汽
2024-07-26,W08,9912.403,件
2024-07-27,W01,240.886,吨
2024-07-27,W02,347.584,吨
2024-07-27,W03,100.221,吨
2024-07-27,W04,2724.075,件
2024-07-27,W05,4470.133,平方米
2024-07-27,W06,152.799,台
2024-07-27,W07,481.199,吨蒸汽
2024-07-27,W08,6269.035,件
2024-07-28,W01,251.906,吨
2024-07-28,W02,303.527,吨
2024-07-28,W03,96.096,吨
2024-07-28,W04,874.557,件
2024-07-28,W05,1450.358,平方米
2024-07-28,W06,52.588,台
2024-07-28,W07,525.873,吨蒸汽
2024-07-28,W08,1859.273,件
2024-07-29,W01,283.226,吨
2024-07-29,W02,359.178,吨
2024-07-29,W03,100.068,吨
2024-07-29,W04,4866.207,件
2024-07-29,W05,7133.8,平方米
2024-07-29,W06,270.074,台
2024-07-29,W07,509.785,吨蒸汽
2024-07-29,W08,9601.721,件
2024-07-30,W01,276.237,吨
2024-07-30,W02,325.87,吨
2024-07-30,W03,107.774,吨
2024-07-30,W04,4237.011,件
2024-07-30,W05,7009.943,平方米
2024-07-30,W06,274.339,台
2024-07-30,W07,525.648,吨蒸汽
2024-07-30,W08,10053.814,件
2024-07-31,W01,260.157,吨
2024-07-31,W02,356.157,吨
2024-07-31,W03,102.326,吨
2024-07-31,W04,4507.083,件
2024-07-31,W05,7293.455,平方米
2024-07-31,W06,253.093,台
2024-07-31,W07,560.789,吨蒸汽
2024-07-31,W08,10336.316,件
2024-08-01,W01,248.635,吨
2024-08-01,W02,330.481,吨
2024-08-01,W03,100.223,吨
2024-08-01,W04,4358.094,件
2024-08-01,W05,7526.01,平方米
2024-08-01,W06,270.999,台
2024-08-01,W07,598.754,吨蒸汽
2024-08-01,W08,9942.586,件
2024-08-02,W01,257.505,吨
2024-08-02,W02,335.206,吨
2024-08-02,W03,94.36,吨
2024-08-02,W04,4211.865,件
2024-08-02,W05,6497.38,平方米
2024-08-02,W06,283.223,台
2024-08-02,W07,474.121,吨蒸汽
2024-08-02,W08,9675.465,件
2024-08-03,W01,252.388,吨
2024-08-03,W02,315.932,吨
2024-08-03,W03,88.073,吨
2024-08-03,W04,2931.023,件
2024-08-03,W05,4357.188,平方米
2024-08-03,W06,162.151,台
2024-08-03,W07,511.438,吨蒸汽
2024-08-03,W08,5792.93,件
2024-08-04,W01,277.083,吨
2024-08-04,W02,319.888,吨
2024-08-04,W03,87.782,吨
2024-08-04,W04,836.266,件
2024-08-04,W05,1369.429,平方米
2024-08-04,W06,48.46,台
2024-08-04,W07,471.997,吨蒸汽
2024-08-04,W08,2300.071,件
2024-08-05,W01,278.742,吨
2024-08-05,W02,303.444,吨
2024-08-05,W03,96.84,吨
2024-08-05,W04,4806.955,件
2024-08-05,W05,6864.563,平方米
2024-08-05,W06,265.155,台
2024-08-05,W07,582.609,吨蒸汽
2024-08-05,W08,9950.879,件
2024-08-06,W01,281.925,吨
2024-08-06,W02,339.624,吨
2024-08-06,W03,100.662,吨
2024-08-06,W04,4405.335,件
2024-08-06,W05,6752.889,平方米
2024-08-06,W06,287.996,台
2024-08-06,W07,532.793,吨蒸汽
2024-08-06,W08,9874.621,件
2024-08-07,W01,265.684,吨
2024-08-07,W02,361.702,吨
2024-08-07,W03,93.007,吨
2024-08-07,W04,4148.979,件
2024-08-07,W05,7127.239,平方米
2024-08-07,W06,265.885,台
2024-08-07,W07,568.574,吨蒸汽
2024-08-07,W08,9981.147,件
2024-08-08,W01,267.85,吨
2024-08-08,W02,303.008,吨
2024-08-08,W03,101.058,吨
2024-08-08,W04,4460.463,件
2024-08-08,W05,6835.45,平方米
2024-08-08,W06,256.532,台
2024-08-08,W07,543.212,吨蒸汽
2024-08-08,W08,9670.186,件
2024-08-09,W01,238.021,吨
2024-08-09,W02,327.334,吨
2024-08-09,W03,93.559,吨
2024-08-09,W04,4174.791,件
2024-08-09,W05,7206.985,平方米
2024-08-09,W06,253.755,台
2024-08-09,W07,553.172,吨蒸汽
2024-08-09,W08,10131.965,件
2024-08-10,W01,239.759,吨
2024-08-10,W02,324.138,吨
2024-08-10,W03,93.237,吨
2024-08-10,W04,2543.968,件
2024-08-10,W05,4384.118,平方米
2024-08-10,W06,156.111,台
2024-08-10,W07,546.761,吨蒸汽
2024-08-10,W08,6377.48,件
2024-08-11,W01,272.925,吨
2024-08-11,W02,290.407,吨
2024-08-11,W03,88.624,吨
2024-08-11,W04,873.197,件
2024-08-11,W05,1488.448,平方米
2024-08-11,W06,53.141,台
2024-08-11,W07,507.77,吨蒸汽
2024-08-11,W08,1885.677,件
2024-08-12,W01,255.321,吨
2024-08-12,W02,331.46,吨
2024-08-12,W03,105.473,吨
2024-08-12,W04,4445.702,件
2024-08-12,W05,6977.086,平方米
2024-08-12,W06,276.744,台
2024-08-12,W07,493.622,吨蒸汽
2024-08-12,W08,10841.878,件
2024-08-13,W01,259.972,吨
2024-08-13,W02,354.657,吨
2024-08-13,W03,100.059,吨
2024-08-13,W04,4377.022,件
2024-08-13,W05,7286.01,平方米
2024-08-13,W06,252.051,台
2024-08-13,W07,567.376,吨蒸汽
2024-08-13,W08,10625.565,件
2024-08-14,W01,259.559,吨
2024-08-14,W02,325.132,吨
2024-08-14,W03,105.534,吨
2024-08-14,W04,4360.26,件
2024-08-14,W05,7372.9,平方米
2024-08-14,W06,295.459,台
2024-08-14,W07,525.427,吨蒸汽
2024-08-14,W08,9637.189,件
2024-08-15,W01,273.629,吨
2024-08-15,W02,316.959,吨
2024-08-15,W03,94.085,吨
2024-08-15,W04,4010.542,件
2024-08-15,W05,6592.891,平方米
2024-08-15,W06,297.226,台
2024-08-15,W07,544.5,吨蒸汽
2024-08-15,W08,9929.859,件
2024-08-16,W01,256.535,吨
2024-08-16,W02,351.133,吨
2024-08-16,W03,96.782,吨
2024-08-16,W04,3784.751,件
2024-08-16,W05,7071.992,平方米
2024-08-16,W06,268.145,台
2024-08-16,W07,516.848,吨蒸汽
2024-08-16,W08,10531.575,件
2024-08-17,W01,263.047,吨
2024-08-17,W02,333.461,吨
2024-08-17,W03,104.385,吨
2024-08-17,W04,2670.487,件
2024-08-17,W05,4460.689,平方米
2024-08-17,W06,174.918,台
2024-08-17,W07,559.094,吨蒸汽
2024-08-17,W08,6076.141,件
2024-08-18,W01,256.238,吨
2024-08-18,W02,337.147,吨
2024-08-18,W03,85.24,吨
2024-08-18,W04,892.621,件
2024-08-18,W05,1311.129,平方米
2024-08-18,W06,49.192,台
2024-08-18,W07,514.431,吨蒸汽
2024-08-18,W08,2113.588,件
2024-08-19,W01,263.466,吨
2024-08-19,W02,311.909,吨
2024-08-19,W03,107.687,吨
2024-08-19,W04,4333.829,件
2024-08-19,W05,7579.275,平方米
2024-08-19,W06,279.839,台
2024-08-19,W07,604.213,吨蒸汽
2024-08-19,W08,10677.382,件
2024-08-20,W01,263.997,吨
2024-08-20,W02,344.754,吨
2024-08-20,W03,105.296,吨
2024-08-20,W04,4306.263,件
2024-08-20,W05,6477.716,平方米
2024-08-20,W06,271.085,台
2024-08-20,W07,551.121,吨蒸汽
2024-08-20,W08,10046.609,件
2024-08-21,W01,276.08,吨
2024-08-21,W02,338.079,吨
2024-08-21,W03,96.73,吨
2024-08-21,W04,4317.606,件
2024-08-21,W05,6794.734,平方米
2024-08-21,W06,258.239,台
2024-08-21,W07,544.151,吨蒸汽
2024-08-21,W08,10845.246,件
2024-08-22,W01,252.88,吨
2024-08-22,W02,333.956,吨
2024-08-22,W03,90.412,吨
2024-08-22,W04,3785.329,件
2024-08-22,W05,6675.169,平方米
2024-08-22,W06,256.415,台
2024-08-22,W07,567.607,吨蒸汽
2024-08-22,W08,9942.574,件
2024-08-23,W01,272.027,吨
2024-08-23,W02,331.502,吨
2024-08-23,W03,99.505,吨
2024-08-23,W04,4318.276,件
2024-08-23,W05,7111.804,平方米
2024-08-23,W06,283.066,台
2024-08-23,W07,542.412,吨蒸汽
2024-08-23,W08,9643.342,件
2024-08-24,W01,280.613,吨
2024-08-24,W02,311.448,吨
2024-08-24,W03,90.737,吨
2024-08-24,W04,2489.971,件
2024-08-24,W05,4220.9,平方米
2024-08-24,W06,152.74,台
2024-08-24,W07,493.699,吨蒸汽
2024-08-24,W08,6460.656,件
2024-08-25,W01,226.623,吨
2024-08-25,W02,314.484,吨
2024-08-25,W03,94.432,吨
2024-08-25,W04,911.14,件
2024-08-25,W05,1485.985,平方米
2024-08-25,W06,54.234,台
2024-08-25,W07,497.43,吨蒸汽
2024-08-25,W08,2114.09,件
2024-08-26,W01,240.178,吨
2024-08-26,W02,339.438,吨
2024-08-26,W03,101.011,吨
2024-08-26,W04,4460.877,件
2024-08-26,W05,6631.733,平方米
2024-08-26,W06,302.007,台
2024-08-26,W07,501.616,吨蒸汽
2024-08-26,W08,10613.392,件
2024-08-27,W01,285.8,吨
2024-08-27,W02,329.13,吨
2024-08-27,W03,95.706,吨
2024-08-27,W04,4063.446,件
2024-08-27,W05,6841.563,平方米
2024-08-27,W06,293.702,台
2024-08-27,W07,485.757,吨蒸汽
2024-08-27,W08,10132.804,件
2024-08-28,W01,236.462,吨
2024-08-28,W02,328.217,吨
2024-08-28,W03,106.318,吨
2024-08-28,W04,4876.801,件
2024-08-28,W05,6753.438,平方米
2024-08-28,W06,267.726,台
2024-08-28,W07,520.832,吨蒸汽
2024-08-28,W08,9859.897,件
2024-08-29,W01,261.614,吨
2024-08-29,W02,304.009,吨
2024-08-29,W03,97.107,吨
2024-08-29,W04,3979.397,件
2024-08-29,W05,6855.969,平方米
2024-08-29,W06,268.059,台
2024-08-29,W07,531.097,吨蒸汽
2024-08-29,W08,10112.74,件
2024-08-30,W01,284.413,吨
2024-08-30,W02,316.105,吨
2024-08-30,W03,104.446,吨
2024-08-30,W04,4137.408,件
2024-08-30,W05,7161.175,平方米
2024-08-30,W06,277.135,台
2024-08-30,W07,479.464,吨蒸汽
2024-08-30,W08,10544.959,件
2024-08-31,W01,283.286,吨
2024-08-31,W02,281.473,吨
2024-08-31,W03,94.251,吨
2024-08-31,W04,2459.625,件
2024-08-31,W05,4701.838,平方米
2024-08-31,W06,162.565,台
2024-08-31,W07,484.884,吨蒸汽
2024-08-31,W08,6187.7,件
2024-09-01,W01,248.246,吨
2024-09-01,W02,335.557,吨
2024-09-01,W03,90.071,吨
2024-09-01,W04,811.424,件
2024-09-01,W05,1395.922,平方米
2024-09-01,W06,51.492,台
2024-09-01,W07,484.755,吨蒸汽
2024-09-01,W08,2048.581,件
2024-09-02,W01,275.816,吨
2024-09-02,W02,332.205,吨
2024-09-02,W03,96.339,吨
2024-09-02,W04,4328.791,件
2024-09-02,W05,6996.349,平方米
2024-09-02,W06,258.36,台
2024-09-02,W07,546.724,吨蒸汽
2024-09-02,W08,10202.57,件
2024-09-03,W01,293.097,吨
2024-09-03,W02,327.917,吨
2024-09-03,W03,103.877,吨
2024-09-03,W04,4126.743,件
2024-09-03,W05,7146.972,平方米
2024-09-03,W06,258.816,台
2024-09-03,W07,538.369,吨蒸汽
2024-09-03,W08,10656.416,件
2024-09-04,W01,280.981,吨
2024-09-04,W02,320.683,吨
2024-09-04,W03,100.336,吨
2024-09-04,W04,4225.498,件
2024-09-04,W05,6863.836,平方米
2024-09-04,W06,261.521,台
2024-09-04,W07,496.628,吨蒸汽
2024-09-04,W08,11059.16,件
2024-09-05,W01,256.287,吨
2024-09-05,W02,341.833,吨
2024-09-05,W03,112.36,吨
2024-09-05,W04,3980.531,件
2024-09-05,W05,6873.559,平方米
2024-09-05,W06,244.508,台
2024-09-05,W07,524.673,吨蒸汽
2024-09-05,W08,10277.817,件
2024-09-06,W01,285.225,吨
2024-09-06,W02,330.331,吨
2024-09-06,W03,108.6,吨
2024-09-06,W04,4718.79,件
2024-09-06,W05,6485.884,平方米
2024-09-06,W06,272.799,台
2024-09-06,W07,511.468,吨蒸汽
2024-09-06,W08,10017.678,件
2024-09-07,W01,267.01,吨
2024-09-07,W02,326.526,吨
2024-09-07,W03,104.239,吨
2024-09-07,W04,2758.514,件
2024-09-07,W05,4299.935,平方米
2024-09-07,W06,167.822,台
2024-09-07,W07,588.647,吨蒸汽
2024-09-07,W08,5990.617,件
2024-09-08,W01,256.093,吨
2024-09-08,W02,296.566,吨
2024-09-08,W03,96.366,吨
2024-09-08,W04,879.116,件
2024-09-08,W05,1417.464,平方米
2024-09-08,W06,53.64,台
2024-09-08,W07,490.094,吨蒸汽
2024-09-08,W08,2136.329,件
2024-09-09,W01,276.216,吨
2024-09-09,W02,335.403,吨
2024-09-09,W03,93.807,吨
2024-09-09,W04,3996.926,件
2024-09-09,W05,6993.34,平方米
2024-09-09,W06,271.165,台
2024-09-09,W07,593.442,吨蒸汽
2024-09-09,W08,9718.485,件
2024-09-10,W01,274.653,吨
2024-09-10,W02,338.457,吨
2024-09-10,W03,99.687,吨
2024-09-10,W04,4209.198,件
2024-09-10,W05,7125.037,平方米
2024-09-10,W06,248.915,台
2024-09-10,W07,559.542,吨蒸汽
2024-09-10,W08,10340.534,件
2024-09-11,W01,269.735,吨
2024-09-11,W02,308.829,吨
2024-09-11,W03,88.151,吨
2024-09-11,W04,4261.455,件
2024-09-11,W05,7293.081,平方米
2024-09-11,W06,253.309,台
2024-09-11,W07,552.749,吨蒸汽
2024-09-11,W08,10162.272,件
2024-09-12,W01,280.46,吨
2024-09-12,W02,343.151,吨
2024-09-12,W03,87.123,吨
2024-09-12,W04,4322.986,件
2024-09-12,W05,6831.999,平方米
2024-09-12,W06,289.06,台
2024-09-12,W07,518.047,吨蒸汽
2024-09-12,W08,10868.171,件
2024-09-13,W01,270.099,吨
2024-09-13,W02,338.856,吨
2024-09-13,W03,101.646,吨
2024-09-13,W04,4430.527,件
2024-09-13,W05,7443.815,平方米
2024-09-13,W06,268.511,台
2024-09-13,W07,601.588,吨蒸汽
2024-09-13,W08,9600.951,件
2024-09-14,W01,277.781,吨
2024-09-14,W02,314.696,吨
2024-09-14,W03,93.822,吨
2024-09-14,W04,2539.209,件
2024-09-14,W05,4372.298,平方米
2024-09-14,W06,173.955,台
2024-09-14,W07,497.615,吨蒸汽
2024-09-14,W08,6938.051,件
2024-09-15,W01,239.948,吨
2024-09-15,W02,285.795,吨
2024-09-15,W03,79.643,吨
2024-09-15,W04,267.22,件
2024-09-15,W05,407.71,平方米
2024-09-15,W06,16.079,台
2024-09-15,W07,490.961,吨蒸汽
2024-09-15,W08,632.166,件
2024-09-16,W01,234.704,吨
2024-09-16,W02,287.948,吨
2024-09-16,W03,92.514,吨
2024-09-16,W04,259.613,件
2024-09-16,W05,406.776,平方米
2024-09-16,W06,16.317,台
2024-09-16,W07,456.758,吨蒸汽
2024-09-16,W08,555.709,件
2024-09-17,W01,233.286,吨
2024-09-17,W02,284.456,吨
2024-09-17,W03,85.782,吨
2024-09-17,W04,241.785,件
2024-09-17,W05,401.74,平方米
2024-09-17,W06,15.417,台
2024-09-17,W07,478.112,吨蒸汽
2024-09-17,W08,638.584,件
2024-09-18,W01,272.971,吨
2024-09-18,W02,333.271,吨
2024-09-18,W03,93.996,吨
2024-09-18,W04,4272.722,件
2024-09-18,W05,7697.662,平方米
2024-09-18,W06,286.599,台
2024-09-18,W07,589.953,吨蒸汽
2024-09-18,W08,10426.27,件
2024-09-19,W01,283.335,吨
2024-09-19,W02,334.611,吨
2024-09-19,W03,93.991,吨
2024-09-19,W04,4289.496,件
2024-09-19,W05,7077.255,平方米
2024-09-19,W06,267.086,台
2024-09-19,W07,540.078,吨蒸汽
2024-09-19,W08,9622.938,件
2024-09-20,W01,246.653,吨
2024-09-20,W02,324.687,吨
2024-09-20,W03,100.317,吨
2024-09-20,W04,4750.589,件
2024-09-20,W05,7624.993,平方米
2024-09-20,W06,264.621,台
2024-09-20,W07,578.519,吨蒸汽
2024-09-20,W08,10370.848,件
2024-09-21,W01,284.144,吨
2024-09-21,W02,333.019,吨
2024-09-21,W03,94.343,吨
2024-09-21,W04,2397.325,件
2024-09-21,W05,4263.389,平方米
2024-09-21,W06,178.29,台
2024-09-21,W07,490.766,吨蒸汽
2024-09-21,W08,6602.491,件
2024-09-22,W01,268.335,吨
2024-09-22,W02,313.674,吨
2024-09-22,W03,100.048,吨
2024-09-22,W04,895.835,件
2024-09-22,W05,1477.783,平方米
2024-09-22,W06,53.421,台
2024-09-22,W07,478.211,吨蒸汽
2024-09-22,W08,2131.052,件
2024-09-23,W01,273.299,吨
2024-09-23,W02,332.822,吨
2024-09-23,W03,99.443,吨
2024-09-23,W04,4350.035,件
2024-09-23,W05,6707.959,平方米
2024-09-23,W06,275.24,台
2024-09-23,W07,546.887,吨蒸汽
2024-09-23,W08,9848.197,件
2024-09-24,W01,269.943,吨
2024-09-24,W02,308.566,吨
2024-09-24,W03,101.23,吨
2024-09-24,W04,4417.951,件
2024-09-24,W05,7308.225,平方米
2024-09-24,W06,277.146,台
2024-09-24,W07,528.273,吨蒸汽
2024-09-24,W08,9930.977,件
2024-09-25,W01,274.614,吨
2024-09-25,W02,349.533,吨
2024-09-25,W03,106.701,吨
2024-09-25,W04,4240.58,件
2024-09-25,W05,7006.123,平方米
2024-09-25,W06,273.267,台
2024-09-25,W07,498.425,吨蒸汽
2024-09-25,W08,9927.071,件
2024-09-26,W01,266.27,吨
2024-09-26,W02,367.603,吨
2024-09-26,W03,100.343,吨
2024-09-26,W04,4381.564,件
2024-09-26,W05,6771.092,平方米
2024-09-26,W06,240.839,台
2024-09-26,W07,535.34,吨蒸汽
2024-09-26,W08,9726.555,件
2024-09-27,W01,303.12,吨
2024-09-27,W02,322.517,吨
2024-09-27,W03,91.627,吨
2024-09-27,W04,4365.361,件
2024-09-27,W05,7279.136,平方米
2024-09-27,W06,262.804,台
2024-09-27,W07,533.215,吨蒸汽
2024-09-27,W08,9883.126,件
2024-09-28,W01,251.192,吨
2024-09-28,W02,317.929,吨
2024-09-28,W03,94.243,吨
2024-09-28,W04,2640.036,件
2024-09-28,W05,4312.833,平方米
2024-09-28,W06,163.1,台
2024-09-28,W07,506.756,吨蒸汽
2024-09-28,W08,5992.495,件
2024-09-29,W01,258.575,吨
2024-09-29,W02,350.3,吨
2024-09-29,W03,95.614,吨
2024-09-29,W04,955.572,件
2024-09-29,W05,1454.893,平方米
2024-09-29,W06,51.496,台
2024-09-29,W07,501.151,吨蒸汽
2024-09-29,W08,1861.426,件
2024-09-30,W01,283.719,吨
2024-09-30,W02,321.164,吨
2024-09-30,W03,98.62,吨
2024-09-30,W04,4415.529,件
2024-09-30,W05,7012.048,平方米
2024-09-30,W06,297.646,台
2024-09-30,W07,515.7,吨蒸汽
2024-09-30,W08,10602.543,件
2024-10-01,W01,238.164,吨
2024-10-01,W02,306.011,吨
2024-10-01,W03,79.647,吨
2024-10-01,W04,233.159,件
2024-10-01,W05,411.677,平方米
2024-10-01,W06,13.759,台
2024-10-01,W07,474.018,吨蒸汽
2024-10-01,W08,651.262,件
2024-10-02,W01,228.796,吨
2024-10-02,W02,294.357,吨
2024-10-02,W03,89.586,吨
2024-10-02,W04,261.161,件
2024-10-02,W05,437.088,平方米
2024-10-02,W06,16.511,台
2024-10-02,W07,511.902,吨蒸汽
2024-10-02,W08,670.412,件
2024-10-03,W01,205.486,吨
2024-10-03,W02,263.523,吨
2024-10-03,W03,88.246,吨
2024-10-03,W04,277.606,件
2024-10-03,W05,397.003,平方米
2024-10-03,W06,14.858,台
2024-10-03,W07,475.848,吨蒸汽
2024-10-03,W08,590.05,件
2024-10-04,W01,240.252,吨
2024-10-04,W02,305.181,吨
2024-10-04,W03,92.442,吨
2024-10-04,W04,266.269,件
2024-10-04,W05,419.046,平方米
2024-10-04,W06,16.736,台
2024-10-04,W07,479.159,吨蒸汽
2024-10-04,W08,598.526,件
2024-10-05,W01,237.903,吨
2024-10-05,W02,350.054,吨
2024-10-05,W03,83.972,吨
2024-10-05,W04,254.783,件
2024-10-05,W05,369.618,平方米
2024-10-05,W06,18.219,台
2024-10-05,W07,511.55,吨蒸汽
2024-10-05,W08,570.849,件
2024-10-06,W01,196.627,吨
2024-10-06,W02,305.695,吨
2024-10-06,W03,90.399,吨
2024-10-06,W04,249.238,件
2024-10-06,W05,415.696,平方米
2024-10-06,W06,16.819,台
2024-10-06,W07,493.846,吨蒸汽
2024-10-06,W08,603.855,件
2024-10-07,W01,212.36,吨
2024-10-07,W02,305.941,吨
2024-10-07,W03,85.317,吨
2024-10-07,W04,249.877,件
2024-10-07,W05,425.855,平方米
2024-10-07,W06,16.885,台
2024-10-07,W07,539.032,吨蒸汽
2024-10-07,W08,647.165,件
2024-10-08,W01,257.483,吨
2024-10-08,W02,321.665,吨
2024-10-08,W03,90.629,吨
2024-10-08,W04,4560.756,件
2024-10-08,W05,7059.524,平方米
2024-10-08,W06,230.997,台
2024-10-08,W07,505.769,吨蒸汽
2024-10-08,W08,10211.051,件
2024-10-09,W01,266.771,吨
2024-10-09,W02,321.264,吨
2024-10-09,W03,95.656,吨
2024-10-09,W04,4657.582,件
2024-10-09,W05,7047.396,平方米
2024-10-09,W06,294.435,台
2024-10-09,W07,508.679,吨蒸汽
2024-10-09,W08,10013.099,件
2024-10-10,W01,285.606,吨
2024-10-10,W02,318.61,吨
2024-10-10,W03,107.113,吨
2024-10-10,W04,4251.845,件
2024-10-10,W05,6982.083,平方米
2024-10-10,W06,271.223,台
2024-10-10,W07,567.167,吨蒸汽
2024-10-10,W08,10845.988,件
2024-10-11,W01,282.206,吨
2024-10-11,W02,360.365,吨
2024-10-11,W03,99.718,吨
2024-10-11,W04,4111.405,件
2024-10-11,W05,7089.745,平方米
2024-10-11,W06,264.275,台
2024-10-11,W07,575.639,吨蒸汽
2024-10-11,W08,10340.838,件
2024-10-12,W01,277.378,吨
2024-10-12,W02,337.3,吨
2024-10-12,W03,107.806,吨
2024-10-12,W04,2684.68,件
2024-10-12,W05,4038.209,平方米
2024-10-12,W06,173.046,台
2024-10-12,W07,516.579,吨蒸汽
2024-10-12,W08,6300.574,件
2024-10-13,W01,253.712,吨
2024-10-13,W02,312.889,吨
2024-10-13,W03,87.843,吨
2024-10-13,W04,874.153,件
2024-10-13,W05,1277.325,平方米
2024-10-13,W06,55.07,台
2024-10-13,W07,505.143,吨蒸汽
2024-10-13,W08,2084.254,件
2024-10-14,W01,281.554,吨
2024-10-14,W02,321.228,吨
2024-10-14,W03,98.1,吨
2024-10-14,W04,4496.639,件
2024-10-14,W05,7407.82,平方米
2024-10-14,W06,273.584,台
2024-10-14,W07,519.847,吨蒸汽
2024-10-14,W08,9581.47,件
2024-10-15,W01,269.34,吨
2024-10-15,W02,328.725,吨
2024-10-15,W03,104.373,吨
2024-10-15,W04,3939.649,件
2024-10-15,W05,6720.896,平方米
2024-10-15,W06,297.497,台
2024-10-15,W07,541.524,吨蒸汽
2024-10-15,W08,10908.866,件
2024-10-16,W01,261.215,吨
2024-10-16,W02,339.104,吨
2024-10-16,W03,96.903,吨
2024-10-16,W04,4374.236,件
2024-10-16,W05,7603.431,平方米
2024-10-16,W06,262.529,台
2024-10-16,W07,560.735,吨蒸汽
2024-10-16,W08,10917.024,件
2024-10-17,W01,289.349,吨
2024-10-17,W02,292.898,吨
2024-10-17,W03,104.244,吨
2024-10-17,W04,4551.52,件
2024-10-17,W05,7349.232,平方米
2024-10-17,W06,272.311,台
2024-10-17,W07,541.895,吨蒸汽
2024-10-17,W08,8932.925,件
2024-10-18,W01,280.934,吨
2024-10-18,W02,331.39,吨
2024-10-18,W03,108.513,吨
2024-10-18,W04,4390.504,件
2024-10-18,W05,7312.935,平方米
2024-10-18,W06,252.914,台
2024-10-18,W07,494.149,吨蒸汽
2024-10-18,W08,10050.169,件
2024-10-19,W01,266.144,吨
2024-10-19,W02,300.241,吨
2024-10-19,W03,83.643,吨
2024-10-19,W04,2491.48,件
2024-10-19,W05,4368.524,平方米
2024-10-19,W06,172.026,台
2024-10-19,W07,564.888,吨蒸汽
2024-10-19,W08,6759.343,件
2024-10-20,W01,259.613,吨
2024-10-20,W02,367.664,吨
2024-10-20,W03,89.483,吨
2024-10-20,W04,932.494,件
2024-10-20,W05,1405.392,平方米
2024-10-20,W06,48.078,台
2024-10-20,W07,525.705,吨蒸汽
2024-10-20,W08,2047.054,件
2024-10-21,W01,263.05,吨
2024-10-21,W02,341.027,吨
2024-10-21,W03,93.354,吨
2024-10-21,W04,4102.503,件
2024-10-21,W05,7074.93,平方米
2024-10-21,W06,265.792,台
2024-10-21,W07,540.707,吨蒸汽
2024-10-21,W08,10796.569,件
2024-10-22,W01,274.161,吨
2024-10-22,W02,327.173,吨
2024-10-22,W03,95.116,吨
2024-10-22,W04,4234.984,件
2024-10-22,W05,7288.133,平方米
2024-10-22,W06,261.831,台
2024-10-22,W07,541.402,吨蒸汽
