record_date,workshop_code,energy_code,consumption,unit,unit_price,cost,record_status,avg_temperature,data_source,is_production_day
2025-01-04,W01,E05,3231.442,m³,0.2789,901.31,正常,-4.7,MES,1
2025-02-11,W02,E02,8422.709,m³,3.4734,29255.34,正常,-2.96,MES,1
2024-07-30,W02,E01,42252.452,kWh,0.6859,28981.53,正常,34.45,MES,1
2025-01-19,W07,E02,22227.991,m³,3.4486,76655.16,正常,-5.53,MES,1
2025-02-03,W06,E05,827.847,m³,0.2824,233.82,停产,-4.65,MES,0
2025-12-30,W04,E05,6058.407,m³,0.2757,1670.1,正常,-7.12,MES,1
2024-12-09,W07,E04,930.259,m³,4.1111,3824.37,正常,-1.99,MES,1
2024-01-24,W01,E01,42973.911,kWh,0.6801,29227.27,正常,0.21,MES,1
2025-01-28,W03,E02,11155.692,m³,3.3718,37614.81,正常,-6.53,MES,1
2024-10-14,W03,E01,23805.738,kWh,0.6843,16291.13,正常,15.77,MES,1
2024-12-27,W01,E01,47676.869,kWh,0.6743,32149.47,正常,-0.72,MES,1
2024-02-15,W05,E01,6795.503,kWh,0.6896,4686.05,停产,5.54,MES,0
2025-08-31,W05,E01,9311.505,kWh,0.679,6116.61,低负荷,31.27,MES,1
2025-11-05,W03,E02,10197.935,m³,3.5797,36505.29,正常,7.06,MES,1
2024-05-26,W07,E01,8164.876,kWh,0.6793,5546.54,正常,22.7,MES,1
2025-12-29,W01,E01,49772.391,kWh,0.6672,33210.28,正常,1.21,MES,1
2024-09-09,W01,E04,246.453,m³,4.1228,1016.09,正常,23.32,MES,1
2024-05-25,W05,E04,318.402,m³,4.0486,1289.08,低负荷,20.67,MES,1
2024-03-04,W08,E01,4949.689,kWh,0.6752,3342.04,正常,7.52,MES,1
2024-07-02,W02,E01,46060.004,kWh,0.6912,31838.01,正常,30.39,MES,1
2024-11-19,W06,E01,12480.786,kWh,0.6964,8691.87,正常,3.4,MES,1
2024-07-06,W05,E01,19061.229,kWh,0.6709,12788.09,低负荷,23.9,MES,1
2024-02-04,W07,E01,8649.968,kWh,0.6805,5886.47,正常,1.63,MES,1
2025-03-02,W02,E01,32790.684,kWh,0.6582,21581.5,正常,4.82,MES,1
2024-06-24,W05,E02,706.817,m³,3.4395,2455.67,正常,21.03,MES,1
2025-01-17,W02,E01,40866.91,kWh,0.6776,27691.77,正常,-7.45,MES,1
2025-08-10,W02,E01,42045.777,kWh,0.674,28340.02,正常,28.53,MES,1
2025-11-20,W02,E02,7332.505,m³,3.4077,24986.99,正常,6.73,MES,1
2025-10-30,W02,E01,37817.216,kWh,0.6851,25910.42,正常,15.53,MES,1
2025-12-23,W05,E01,26341.074,kWh,0.679,17886.4,正常,0.8,MES,1
2025-09-30,W06,E05,4085.219,m³,0.2715,1109.24,正常,22.55,MES,1
2024-01-12,W02,E03,54.649,t,216.356,11823.61,正常,-1.54,MES,1
2025-04-19,W02,E01,37333.219,kWh,0.6905,25778.09,正常,16.4,MES,1
2024-05-17,W02,E04,177.492,m³,4.1375,734.37,正常,21.07,MES,1
2024-06-18,W06,E01,13313.63,kWh,0.6744,8978.32,正常,21.28,MES,1
2024-05-30,W04,E05,5690.794,m³,0.2857,1625.96,正常,21.14,MES,1
2024-07-14,W03,E03,22.216,t,222.9178,4952.38,正常,27.51,MES,1
2025-03-17,W01,E04,274.608,m³,4.1332,1135.01,正常,1.64,MES,1
2024-05-02,W05,E01,6096.942,kWh,0.6557,3997.51,停产,19.64,MES,0
2025-11-25,W02,E04,194.624,m³,4.0324,784.8,正常,2.72,MES,1
2025-01-17,W07,E06,199.384,kg,7.5811,1511.55,正常,-7.45,MES,1
2025-07-08,W04,E04,65.538,m³,4.1418,271.45,正常,26.97,MES,1
2025-05-02,W04,E04,14.171,m³,4.1267,58.48,停产,17.58,MES,0
2025-11-10,W03,E01,26760.905,kWh,0.6802,18075.98,正常,-1.25,MES,1
2024-02-06,W05,E01,21711.797,kWh,0.6839,14848.2,正常,-2.27,MES,1
2024-01-26,W04,E05,5452.642,m³,0.285,1554.06,正常,-13.2,MES,1
2024-11-03,W07,E04,838.99,m³,4.2346,3552.76,正常,1.52,MES,1
2025-11-17,W02,E02,7159.838,m³,3.4028,24363.55,正常,5.02,MES,1
2024-11-12,W04,E05,6232.143,m³,0.2803,1746.85,正常,3.54,MES,1
2025-03-06,W06,E05,4126.697,m³,0.281,1159.8,正常,7.95,MES,1
2024-07-26,W02,E01,48996.187,kWh,0.7003,34311.44,正常,26.29,MES,1
2024-09-13,W01,E05,3475.379,m³,0.2798,972.5,正常,17.34,MES,1
2025-07-22,W08,E05,1447.411,m³,0.281,406.66,正常,24.82,MES,1
2024-05-18,W05,E04,288.836,m³,4.1071,1186.29,低负荷,20.11,MES,1
2024-03-02,W02,E04,183.407,m³,4.0468,742.21,正常,6.7,MES,1
2025-04-13,W02,E03,40.32,t,216.7961,8741.23,正常,16.94,MES,1
2025-09-11,W06,E05,4686.195,m³,0.2823,1322.99,正常,22.79,MES,1
2024-06-03,W05,E02,737.535,m³,3.4531,2546.79,正常,27.88,MES,1
2025-11-29,W04,E04,41.485,m³,4.1443,171.93,低负荷,8.16,MES,1
2024-07-29,W05,E02,660.008,m³,3.5219,2324.48,正常,26.76,MES,1
2025-12-06,W05,E04,263.195,m³,4.1995,1105.28,低负荷,-2.86,MES,1
2025-02-08,W08,E01,3813.685,kWh,0.6849,2611.98,低负荷,-4.03,MES,1
2024-06-01,W02,E03,35.144,t,218.8287,7690.59,正常,24.16,MES,1
2025-12-23,W06,E05,4309.196,m³,0.2777,1196.78,正常,0.8,MES,1
2024-08-20,W05,E02,631.872,m³,3.505,2214.71,正常,25.77,MES,1
2024-01-09,W07,E01,9240.686,kWh,0.6789,6273.47,正常,-3.89,MES,1
2024-04-09,W03,E03,27.418,t,217.5994,5966.14,正常,19.33,MES,1
2025-01-27,W04,E01,20806.938,kWh,0.6935,14430.2,正常,-5.85,MES,1
2024-07-30,W06,E05,4477.739,m³,0.2772,1241.02,正常,34.45,MES,1
2025-06-02,W07,E01,9587.792,kWh,0.6606,6333.55,正常,26.43,MES,1
2024-06-18,W05,E01,25508.835,kWh,0.7014,17892.75,正常,21.28,MES,1
2025-12-06,W07,E06,192.657,kg,7.7777,1498.43,正常,-2.86,MES,1
2024-05-15,W05,E03,22.689,t,219.272,4975.1,正常,20.98,MES,1
2024-02-10,W02,E01,34985.032,kWh,0.6857,23988.87,正常,-1.35,MES,1
2025-02-09,W02,E01,40868.395,kWh,0.6772,27676.57,正常,4.08,MES,1
2025-08-31,W08,E05,418.49,m³,0.2856,119.52,低负荷,31.27,MES,1
2025-07-22,W01,E02,6076.913,m³,3.4394,20901.1,正常,24.82,MES,1
2024-11-13,W06,E01,11879.59,kWh,0.6677,7931.45,正常,4.17,MES,1
2025-06-25,W04,E01,20322.448,kWh,0.6792,13803.4,正常,28.17,MES,1
2024-08-26,W04,E05,5705.049,m³,0.2812,1604.07,正常,24.09,MES,1
2024-01-14,W06,E01,4353.754,kWh,0.6763,2944.6,低负荷,-5.92,MES,1
2025-11-28,W02,E01,40310.736,kWh,0.6669,26884.55,正常,5.32,MES,1
2024-09-10,W01,E04,282.615,m³,4.1013,1159.09,正常,22.81,MES,1
2025-03-28,W08,E01,5600.679,kWh,0.6945,3889.71,正常,6.83,MES,1
2025-07-20,W02,E02,4838.244,m³,3.4522,16702.79,正常,26.04,MES,1
2024-01-08,W01,E02,12845.919,m³,3.4167,43890.02,正常,-6.6,MES,1
2024-02-21,W03,E03,36.328,t,217.6184,7905.69,正常,2.68,MES,1
2025-07-06,W01,E05,2947.559,m³,0.283,834.12,正常,20.2,MES,1
2025-03-26,W04,E04,58.792,m³,4.177,245.57,正常,7.88,MES,1
2025-08-06,W01,E01,47825.52,kWh,0.677,32376.1,正常,31.25,MES,1
2025-08-20,W02,E02,4780.704,m³,3.6372,17388.3,正常,26.31,MES,1
2024-06-27,W06,E01,14126.845,kWh,0.6723,9497.31,正常,25.05,MES,1
2024-12-07,W02,E03,52.821,t,215.6259,11389.6,正常,-1.02,MES,1
2025-07-09,W01,E02,6945.12,m³,3.3708,23410.45,正常,34.53,MES,1
2024-12-29,W08,E05,389.541,m³,0.2783,108.42,低负荷,0.05,MES,1
2024-05-25,W04,E04,39.64,m³,4.1423,164.2,低负荷,20.67,MES,1
2024-10-10,W08,E05,1397.193,m³,0.2795,390.52,正常,17.02,MES,1
2024-03-31,W03,E03,30.74,t,221.7359,6816.12,正常,7.04,MES,1
2025-05-22,W01,E01,39087.345,kWh,0.6948,27159.68,正常,19.17,MES,1
2025-04-30,W02,E04,191.099,m³,4.0218,768.56,正常,14.71,MES,1
2024-12-12,W04,E04,56.233,m³,4.0799,229.43,正常,-1.8,MES,1
2024-03-08,W07,E04,960.429,m³,4.0984,3936.18,正常,7.71,MES,1
2025-04-29,W05,E03,25.128,t,217.6001,5467.81,正常,19.74,MES,1
2024-03-05,W06,E05,4196.081,m³,0.2755,1156.04,正常,7.97,MES,1
2025-10-08,W08,E01,914.343,kWh,0.6752,617.36,停产,16.25,MES,0
2025-02-12,W01,E01,47506.048,kWh,0.6599,31347.45,正常,-2.62,MES,1
2024-11-27,W01,E05,3283.045,m³,0.2784,913.97,正常,5.26,MES,1
2025-10-29,W04,E01,17128.889,kWh,0.6835,11707.98,正常,15.03,MES,1
2025-11-19,W07,E01,10006.157,kWh,0.6864,6868.11,正常,4.88,MES,1
2024-01-06,W08,E01,4043.165,kWh,0.6729,2720.79,低负荷,-1.88,MES,1
2025-07-24,W01,E04,259.512,m³,4.131,1072.04,正常,29.83,MES,1
2025-09-18,W05,E02,795.464,m³,3.4606,2752.75,正常,19.95,MES,1
2025-09-20,W06,E05,2766.301,m³,0.272,752.35,低负荷,20.95,MES,1
2024-09-30,W05,E02,765.858,m³,3.4452,2638.57,正常,22.21,MES,1
2024-08-16,W03,E01,33928.793,kWh,0.6934,23525.19,正常,26.65,MES,1
2024-01-25,W02,E01,41582.36,kWh,0.6958,28931.65,正常,-2.04,MES,1
2024-10-14,W04,E05,5732.853,m³,0.2825,1619.68,正常,15.77,MES,1
2024-02-11,W03,E03,31.153,t,218.7465,6814.65,正常,-4.39,MES,1
2024-06-06,W01,E02,7338.888,m³,3.3597,24656.38,正常,26.89,MES,1
2025-04-10,W07,E06,178.011,kg,7.7085,1372.2,正常,15.54,MES,1
2025-12-31,W07,E06,170.63,kg,8.2676,1410.7,正常,-4.07,MES,1
2025-12-18,W02,E02,8398.872,m³,3.4976,29375.99,正常,-4.71,MES,1
2025-03-25,W05,E04,445.665,m³,4.1126,1832.84,正常,9.4,MES,1
2025-01-04,W07,E01,9939.853,kWh,0.687,6828.35,正常,-4.7,MES,1
2024-10-15,W04,E04,61.66,m³,4.0349,248.79,正常,13.41,MES,1
2025-03-18,W03,E02,10387.449,m³,3.3678,34982.48,正常,9.96,MES,1
2024-03-26,W05,E02,986.38,m³,3.4629,3415.72,正常,6.35,MES,1
2025-04-01,W08,E01,5148.279,kWh,0.6704,3451.42,正常,16.43,MES,1
2024-12-22,W02,E01,41869.324,kWh,0.6705,28072.52,正常,-5.37,MES,1
2025-04-10,W01,E01,41587.805,kWh,0.6631,27575.1,正常,15.54,MES,1
2024-12-04,W04,E01,19719.405,kWh,0.7004,13811.35,正常,-1.24,MES,1
2024-02-14,W02,E02,7484.187,m³,3.4094,25516.96,正常,-0.82,MES,1
2025-06-16,W05,E01,26528.23,kWh,0.68,18037.98,正常,20.69,MES,1
2024-08-22,W02,E04,151.425,m³,4.0862,618.75,正常,27.18,MES,1
2024-12-23,W06,E05,4072.869,m³,0.2888,1176.29,正常,-1.98,MES,1
2024-04-06,W08,E01,905.245,kWh,0.6903,624.87,停产,18.34,MES,0
2025-11-05,W05,E02,1036.152,m³,3.4636,3594.12,正常,7.06,MES,1
2024-10-28,W07,E02,15448.105,m³,3.4291,52973.0,正常,6.14,MES,1
2024-07-15,W08,E05,1343.912,m³,0.2816,378.49,正常,28.23,MES,1
2024-01-28,W01,E02,13601.922,m³,3.434,46708.32,正常,-3.56,MES,1
2025-01-24,W01,E05,3284.436,m³,0.2866,941.26,正常,-7.8,MES,1
2025-08-10,W01,E02,7558.736,m³,3.3968,25675.33,正常,28.53,MES,1
2025-09-18,W04,E04,58.511,m³,4.0509,237.02,正常,19.95,MES,1
2024-11-26,W01,E02,11256.745,m³,3.4874,39256.68,正常,5.67,MES,1
2024-08-05,W08,E05,1349.695,m³,0.2839,383.11,正常,25.34,MES,1
2024-02-07,W01,E01,44119.532,kWh,0.7085,31259.38,正常,-1.73,MES,1
2025-04-24,W04,E05,5719.796,m³,0.2831,1619.02,正常,14.79,MES,1
2025-01-12,W08,E05,434.047,m³,0.2784,120.85,低负荷,-0.77,MES,1
2024-06-14,W04,E04,57.658,m³,4.1061,236.75,正常,24.75,MES,1
2025-06-01,W02,E03,36.775,t,217.4673,7997.38,正常,30.03,MES,1
2024-08-25,W08,E05,439.211,m³,0.2807,123.29,低负荷,27.88,MES,1
2024-07-13,W04,E01,15312.845,kWh,0.6784,10387.99,低负荷,25.91,MES,1
2024-05-06,W06,E01,11211.084,kWh,0.6797,7620.17,正常,19.38,MES,1
2025-05-03,W01,E05,3175.944,m³,0.2729,866.62,正常,19.93,MES,1
2025-05-28,W02,E02,5200.529,m³,3.3928,17644.23,正常,20.61,MES,1
2025-07-02,W01,E02,7114.069,m³,3.4064,24233.16,正常,24.6,MES,1
2024-06-29,W01,E04,272.925,m³,4.0659,1109.68,正常,24.81,MES,1
2024-11-22,W06,E05,4148.356,m³,0.2797,1160.42,正常,5.23,MES,1
2025-03-31,W05,E03,28.213,t,223.484,6305.07,正常,10.82,MES,1
2024-03-22,W02,E02,6551.794,m³,3.4594,22665.03,正常,7.31,MES,1
2024-06-03,W01,E01,51430.188,kWh,0.6836,35159.34,正常,27.88,MES,1
2025-02-22,W03,E02,12119.219,m³,3.3804,40968.06,正常,5.06,MES,1
2025-11-11,W04,E05,6461.679,m³,0.2774,1792.2,正常,1.49,MES,1
2025-02-22,W02,E01,41600.281,kWh,0.665,27665.5,正常,5.06,MES,1
2024-05-04,W07,E01,7488.614,kWh,0.6808,5098.46,正常,22.69,MES,1
2025-07-28,W05,E03,22.72,t,219.417,4985.05,正常,27.98,MES,1
2025-09-04,W07,E02,13166.61,m³,3.3939,44686.15,正常,18.14,MES,1
2025-11-08,W01,E04,250.519,m³,4.1046,1006.75,正常,2.48,MES,1
2025-07-05,W07,E06,168.224,kg,8.0306,1350.95,正常,25.11,MES,1
2025-05-07,W03,E02,7842.215,m³,3.37,26428.2,正常,19.9,MES,1
2025-02-02,W02,E04,164.032,m³,3.9814,653.08,正常,0.0,MES,1
2024-07-03,W05,E03,20.467,t,217.1275,4443.86,正常,25.71,MES,1
2024-12-25,W08,E01,6552.755,kWh,0.6713,4398.65,正常,-3.3,MES,1
2024-06-05,W03,E01,30962.407,kWh,0.6963,21559.9,正常,27.2,MES,1
2024-01-05,W07,E06,179.524,kg,7.8039,1400.98,正常,2.08,MES,1
2024-11-28,W06,E05,4133.14,m³,0.2822,1156.73,正常,4.32,MES,1
2024-08-18,W08,E05,426.442,m³,0.2745,117.05,低负荷,22.92,MES,1
2024-03-05,W05,E03,29.708,t,214.7488,6379.76,正常,7.97,MES,1
2024-09-21,W02,E02,5294.729,m³,3.3238,17598.74,正常,22.45,MES,1
2025-07-16,W02,E04,171.302,m³,3.983,682.3,正常,30.13,MES,1
2025-10-10,W01,E05,3168.53,m³,0.2823,894.52,正常,17.67,MES,1
2024-07-19,W02,E02,4603.275,m³,3.464,15945.93,正常,29.56,MES,1
2025-05-27,W01,E02,8255.285,m³,3.4512,28490.88,正常,19.45,MES,1
2025-03-10,W03,E01,25415.651,kWh,0.6654,16911.43,正常,4.99,MES,1
2024-09-09,W07,E06,194.043,kg,7.7927,1512.12,正常,23.32,MES,1
2024-09-26,W05,E03,23.768,t,215.1607,5113.99,正常,19.9,MES,1
2025-04-24,W01,E02,9101.633,m³,3.4441,31347.26,正常,14.79,MES,1
2024-09-08,W02,E03,35.486,t,212.1085,7526.86,正常,22.4,MES,1
2025-09-03,W05,E02,792.064,m³,3.4007,2693.58,正常,22.02,MES,1
2024-01-17,W03,E01,29637.155,kWh,0.698,20688.02,正常,-4.89,MES,1
2025-12-31,W07,E02,22894.431,m³,3.4438,78844.77,正常,-4.07,MES,1
2025-06-17,W03,E03,25.769,t,220.6164,5685.12,正常,24.64,MES,1
2024-01-20,W02,E01,42150.388,kWh,0.6666,28099.39,正常,-4.22,MES,1
2024-07-12,W06,E05,3978.86,m³,0.2771,1102.36,正常,29.83,MES,1
2025-11-19,W01,E04,265.249,m³,4.0759,1081.13,正常,4.88,MES,1
2024-02-28,W08,E01,5484.532,kWh,0.6655,3649.72,正常,2.89,MES,1
2024-05-07,W07,E04,837.477,m³,4.133,3461.28,正常,22.57,MES,1
2025-10-07,W07,E02,14735.547,m³,3.4416,50713.27,正常,14.72,MES,1
2024-02-23,W03,E01,29272.601,kWh,0.7026,20565.53,正常,0.06,MES,1
2024-07-12,W08,E05,1261.417,m³,0.2786,351.46,正常,29.83,MES,1
2025-10-04,W02,E01,37664.916,kWh,0.6864,25854.66,正常,13.72,MES,1
2025-06-03,W05,E03,22.525,t,214.0163,4820.66,正常,25.52,MES,1
2025-11-28,W05,E04,421.271,m³,4.0851,1720.92,正常,5.32,MES,1
2025-07-02,W04,E05,5297.579,m³,0.2855,1512.28,正常,24.6,MES,1
2025-09-06,W04,E04,42.308,m³,4.1351,174.95,低负荷,23.81,MES,1
2025-04-21,W01,E05,3448.468,m³,0.286,986.21,正常,18.26,MES,1
2025-07-17,W02,E03,35.57,t,220.4992,7843.19,正常,25.33,MES,1
2025-03-20,W03,E02,9691.006,m³,3.5042,33959.7,正常,9.54,MES,1
2024-10-11,W07,E04,831.715,m³,4.1139,3421.57,正常,15.24,MES,1
2025-12-06,W05,E03,23.138,t,218.5788,5057.46,低负荷,-2.86,MES,1
2024-04-25,W07,E01,8186.041,kWh,0.6779,5548.99,正常,17.71,MES,1
2025-07-09,W07,E04,932.713,m³,4.2007,4062.1,正常,34.53,MES,1
2025-01-07,W06,E05,4280.144,m³,0.2861,1224.35,正常,-5.14,MES,1
2024-05-23,W02,E02,5192.84,m³,3.401,17660.77,正常,19.94,MES,1
2024-03-13,W06,E01,11964.975,kWh,0.6806,8142.83,正常,1.78,MES,1
2024-11-30,W02,E02,6441.245,m³,3.3106,21324.08,正常,7.76,MES,1
2025-11-08,W03,E01,30463.347,kWh,0.6582,20050.43,正常,2.48,MES,1
2025-02-24,W04,E04,65.2,m³,4.1105,268.0,正常,-1.62,MES,1
2025-01-23,W06,E01,13726.57,kWh,0.6811,9349.48,正常,-6.42,MES,1
2024-07-28,W06,E01,4825.863,kWh,0.6796,3279.58,低负荷,30.11,MES,1
2024-01-19,W06,E05,4365.577,m³,0.2825,1233.21,正常,0.35,MES,1
2024-01-15,W02,E02,8466.541,m³,3.4869,29521.57,正常,-5.32,MES,1
2025-09-04,W05,E03,23.46,t,219.3411,5145.8,正常,18.14,MES,1
2025-12-07,W06,E01,4758.195,kWh,0.6826,3248.18,低负荷,-5.41,MES,1
2024-12-05,W04,E05,5877.891,m³,0.2866,1684.5,正常,-3.84,MES,1
2025-08-18,W01,E04,260.054,m³,4.111,1069.09,正常,28.3,MES,1
2024-06-16,W05,E04,164.143,m³,4.2127,691.49,低负荷,32.1,MES,1
2024-08-14,W05,E03,19.699,t,219.1333,4316.61,正常,27.96,MES,1
2024-10-01,W07,E04,780.273,m³,4.1253,3218.86,正常,15.24,MES,1
2025-11-21,W02,E02,7419.96,m³,3.475,25784.4,正常,1.18,MES,1
2025-12-08,W06,E01,14344.448,kWh,0.6734,9659.18,正常,-4.02,MES,1
2024-01-28,W03,E01,27527.22,kWh,0.6808,18739.18,正常,-3.56,MES,1
2024-01-24,W05,E01,24348.401,kWh,0.6667,16234.16,正常,0.21,MES,1
2024-01-07,W04,E01,6510.662,kWh,0.6783,4415.96,低负荷,-2.45,MES,1
2024-02-23,W07,E04,831.418,m³,4.1151,3421.39,正常,0.06,MES,1
2025-10-19,W05,E03,10.41,t,219.8141,2288.3,低负荷,13.2,MES,1
2024-05-10,W05,E03,22.92,t,221.1737,5069.25,正常,22.0,MES,1
2024-11-17,W08,E01,1649.123,kWh,0.683,1126.37,低负荷,5.95,MES,1
2025-07-31,W08,E05,1359.913,m³,0.2816,382.96,正常,28.99,MES,1
2025-03-16,W01,E01,40440.305,kWh,0.6849,27699.13,正常,8.06,MES,1
2025-03-25,W07,E06,185.558,kg,7.7874,1445.01,正常,9.4,MES,1
2024-09-18,W07,E01,9403.945,kWh,0.6747,6345.0,正常,19.56,MES,1
2024-12-25,W04,E01,20951.361,kWh,0.6824,14297.39,正常,-3.3,MES,1
2025-03-22,W01,E02,10862.556,m³,3.4201,37150.5,正常,6.15,MES,1
2024-12-17,W07,E06,182.463,kg,7.8661,1435.26,正常,-1.31,MES,1
2025-10-11,W03,E03,27.339,t,216.8845,5929.45,正常,15.23,MES,1
2024-12-01,W02,E02,7713.719,m³,3.4666,26740.25,正常,-2.07,MES,1
2025-08-30,W07,E02,13177.817,m³,3.3464,44098.2,正常,26.36,MES,1
2024-06-17,W05,E02,755.511,m³,3.4266,2588.87,正常,26.5,MES,1
2025-01-07,W02,E04,193.071,m³,4.1285,797.1,正常,-5.14,MES,1
2025-03-08,W05,E04,294.517,m³,3.9963,1176.98,低负荷,5.65,MES,1
2025-06-30,W05,E01,23479.902,kWh,0.6617,15535.77,正常,25.34,MES,1
2024-03-13,W07,E02,18076.49,m³,3.4813,62929.81,正常,1.78,MES,1
2025-02-19,W05,E02,1169.261,m³,3.482,4071.32,正常,0.92,MES,1
2024-05-08,W05,E03,21.483,t,219.2933,4711.03,正常,19.54,MES,1
2025-08-10,W02,E03,31.737,t,212.2803,6737.19,正常,28.53,MES,1
2024-05-28,W06,E05,4369.816,m³,0.277,1210.32,正常,23.4,MES,1
2025-01-05,W07,E02,21051.283,m³,3.384,71238.41,正常,-1.47,MES,1
2024-08-30,W01,E02,7021.389,m³,3.3656,23631.35,正常,26.45,MES,1
2025-09-04,W04,E01,20847.491,kWh,0.6841,14262.57,正常,18.14,MES,1
2024-04-13,W04,E05,3652.463,m³,0.2746,1002.84,低负荷,20.04,MES,1
2025-07-06,W06,E05,1256.828,m³,0.2782,349.63,低负荷,20.2,MES,1
2024-10-31,W01,E02,9221.863,m³,3.4406,31728.84,正常,9.97,MES,1
2025-09-15,W07,E06,205.615,kg,7.8004,1603.88,正常,28.25,MES,1
2025-03-13,W07,E06,184.398,kg,7.8797,1453.0,正常,10.82,MES,1
2024-11-18,W05,E04,405.892,m³,4.1201,1672.33,正常,3.67,MES,1
2024-09-21,W03,E02,7223.49,m³,3.4094,24628.07,正常,22.45,MES,1
2024-05-20,W06,E05,4336.483,m³,0.2728,1182.9,正常,26.03,MES,1
2025-07-15,W07,E02,11346.447,m³,3.4849,39541.62,正常,29.2,MES,1
2025-09-10,W05,E03,23.466,t,219.0447,5140.13,正常,19.98,MES,1
2025-03-24,W05,E01,21854.329,kWh,0.6801,14862.95,正常,7.35,MES,1
2025-06-30,W05,E02,697.308,m³,3.5219,2455.82,正常,25.34,MES,1
2025-11-21,W04,E05,5754.378,m³,0.2786,1603.37,正常,1.18,MES,1
2025-10-19,W02,E01,33350.031,kWh,0.6846,22830.62,正常,13.2,MES,1
2024-11-15,W05,E04,445.163,m³,4.0834,1817.76,正常,9.68,MES,1
2025-10-05,W05,E01,5831.039,kWh,0.6762,3943.06,停产,13.25,MES,0
2024-01-21,W04,E01,7002.918,kWh,0.6827,4780.6,低负荷,-1.81,MES,1
2024-02-19,W05,E04,442.908,m³,4.1215,1825.45,正常,1.07,MES,1
2024-08-10,W03,E01,29540.739,kWh,0.6949,20528.52,正常,27.87,MES,1
2024-08-30,W07,E04,945.502,m³,4.0157,3796.86,正常,26.45,MES,1
2025-08-16,W04,E04,45.452,m³,4.1284,187.64,低负荷,24.99,MES,1
2025-02-10,W08,E05,1486.388,m³,0.2744,407.9,正常,-4.67,MES,1
2024-05-28,W01,E01,41269.366,kWh,0.6767,27925.54,正常,23.4,MES,1
2025-09-24,W03,E02,7446.389,m³,3.4412,25624.67,正常,22.16,MES,1
2025-02-02,W04,E04,14.141,m³,4.1416,58.56,停产,0.0,MES,0
2025-12-23,W03,E03,35.328,t,216.3508,7643.23,正常,0.8,MES,1
2024-03-17,W07,E01,8248.169,kWh,0.6891,5683.77,正常,5.47,MES,1
2025-03-15,W02,E02,6370.742,m³,3.4359,21888.92,正常,3.85,MES,1
2024-11-01,W04,E01,18680.005,kWh,0.7052,13172.54,正常,4.03,MES,1
2025-09-30,W03,E03,25.603,t,217.817,5576.71,正常,22.55,MES,1
2024-06-21,W02,E03,36.528,t,217.5944,7948.23,正常,24.18,MES,1
2024-11-16,W04,E05,4047.077,m³,0.2796,1131.73,低负荷,9.03,MES,1
2025-05-21,W02,E02,5421.619,m³,3.3804,18327.29,正常,19.94,MES,1
2024-10-05,W03,E02,8263.746,m³,3.3897,28011.55,正常,15.36,MES,1
2024-05-02,W04,E05,1259.571,m³,0.2793,351.74,停产,19.64,MES,0
2024-12-24,W05,E02,1229.369,m³,3.4693,4265.05,正常,-5.43,MES,1
2025-07-14,W03,E01,30711.398,kWh,0.6694,20559.2,正常,29.38,MES,1
2025-04-27,W04,E01,5933.899,kWh,0.6706,3979.12,低负荷,18.9,MES,1
2025-02-03,W08,E05,247.946,m³,0.2852,70.71,停产,-4.65,MES,0
2025-02-10,W06,E05,4039.741,m³,0.2733,1147.29,正常,-4.67,MES,1
2024-08-14,W02,E04,177.893,m³,4.0722,724.42,正常,27.96,MES,1
2025-01-25,W04,E01,13666.761,kWh,0.6855,9368.1,低负荷,-7.31,MES,1
2024-10-20,W07,E02,14955.225,m³,3.4537,51651.2,正常,18.07,MES,1
2024-08-11,W07,E02,11322.694,m³,3.3792,38261.7,正常,28.21,MES,1
2025-05-02,W02,E04,182.121,m³,4.1506,755.91,正常,17.58,MES,1
2025-11-29,W07,E04,892.83,m³,4.2345,3780.69,正常,8.16,MES,1
2025-01-29,W01,E05,3247.87,m³,0.2843,923.48,正常,-4.2,MES,1
2025-09-24,W04,E04,56.291,m³,4.1189,231.86,正常,22.16,MES,1
2024-10-13,W02,E02,5458.46,m³,3.4439,18798.53,正常,16.61,MES,1
2025-09-20,W08,E01,3762.156,kWh,0.6707,2523.31,低负荷,20.95,MES,1
2024-02-13,W07,E06,168.069,kg,7.8686,1322.47,正常,0.65,MES,1
2025-01-23,W04,E04,58.93,m³,4.0935,241.23,正常,-6.42,MES,1
2024-12-10,W04,E01,21797.807,kWh,0.6785,14788.98,正常,2.37,MES,1
2025-11-27,W02,E04,186.469,m³,4.0147,748.62,正常,3.3,MES,1
2025-06-21,W05,E04,301.908,m³,4.2131,1271.96,低负荷,21.87,MES,1
2025-06-20,W08,E01,6249.342,kWh,0.6801,4250.27,正常,23.27,MES,1
2025-02-08,W01,E02,11404.456,m³,3.4983,39895.82,正常,-4.03,MES,1
2024-06-11,W01,E01,42738.77,kWh,0.6971,29794.34,正常,23.31,MES,1
2024-02-18,W01,E04,241.675,m³,4.0492,978.59,正常,-4.68,MES,1
2025-03-20,W07,E06,181.869,kg,7.9354,1443.19,正常,9.54,MES,1
2024-08-11,W07,E06,173.077,kg,7.9853,1382.08,正常,28.21,MES,1
2025-05-14,W02,E02,5051.685,m³,3.5085,17723.86,正常,19.25,MES,1
2024-02-11,W03,E01,22039.417,kWh,0.685,15097.37,正常,-4.39,MES,1
2025-11-05,W05,E03,32.601,t,217.168,7079.98,正常,7.06,MES,1
