record_date,workshop_code,workshop_name,energy_code,energy_name,consumption,unit,unit_price,cost,output_qty,output_unit,avg_temperature,record_status,data_source,year_month,fix_reason
2025-11-20,W06,装配车间,E05,压缩风,4575.992,m³,0.2801,1265.3,283.281,台,6.73,正常,MES,2025-11,单价插补
2024-02-29,W07,动力站,E06,柴油,177.131,kg,7.8918,1449.4,542.472,吨蒸汽,0.96,正常,MES,2024-02,单价插补
2024-03-18,W01,熔炼车间,E04,工业水,275.713,m³,4.0993,1123.82,260.813,吨,9.72,正常,MES,2024-03,单价插补
2024-09-15,W05,表面处理车间,E01,电力度,22015.678,kWh,0.6643,14625.01,407.71,平方米,16.19,停产,MES,2024-09,消耗量插补
2025-01-15,W02,轧制车间,E03,蒸汽,54.289,t,219.5843,11762.5,359.742,吨,-1.86,正常,MES,2025-01,单价插补
2025-12-09,W06,装配车间,E01,电力,14681.043,kWh,0.679,10101.3,314.485,台,-3.52,正常,MES,2025-12,单价插补
2025-11-02,W01,熔炼车间,E04,工业水,265.249,m³,3.9719,1058.84,275.868,吨,5.22,正常,MES,2025-11,消耗量插补
2025-01-06,W06,装配车间,E01,电力,12207.966,kWh,0.6743,8231.83,252.68,台,-6.05,正常,MES,2025-01,消耗量插补
2024-02-20,W06,装配车间,E01,电力,11557.0895,kWh,0.6752,7803.35,272.68,台,-2.45,正常,MES,2024-02,消耗量插补
2024-02-16,W03,热处理车间,E03,蒸汽,34.6355,t,219.8914,7804.01,84.5,吨,-1.73,正常,MES,2024-02,消耗量插补
2024-07-19,W07,动力站,E04,工业水,899.8385000000001,m³,4.1225,3664.07,544.812,吨蒸汽,29.56,正常,MES,2024-07,消耗量插补
2024-04-21,W05,表面处理车间,E04,工业水,409.7305,m³,4.1936,1718.25,1398.567,平方米,18.71,低负荷,MES,2024-04,消耗量插补
2024-03-17,W03,热处理车间,E01,电力,23560.4,kWh,0.6913,16287.3,88.808,吨,5.47,正常,MES,2024-03,费用重算
2025-07-22,W05,表面处理车间,E02,天然气,700.296,m³,3.4437,2372.95,7393.579,平方米,24.82,正常,MES,2025-07,单价插补
2025-02-14,W02,轧制车间,E01,电力,41601.906,kWh,0.6813,27872.93,317.342,吨,-2.48,正常,MES,2025-02,单价插补
2024-05-25,W01,熔炼车间,E05,压缩空气,3146.1765,m³,0.2772,838.94,271.781,吨,20.67,正常,MES,2024-05,消耗量插补
2025-08-26,W06,装配车间,E01,电力,13937.343,kWh,0.6833,9409.58,286.833,台,28.08,正常,MES,2025-08,消耗量插补
2025-04-23,W06,装配车间,E01,电力,10522.172,kWh,0.6806,7190.88,236.888,台,15.46,正常,MES,2025-04,单价插补
2024-11-14,W04,机加工车间,E05,压缩空气,5697.987,m³,0.2801,1544.13,4711.79,件,9.5,正常,MES,2024-11,单价插补
2025-03-19,W07,动力站,E01,电力,8699.897,kWh,0.6787,5821.48,504.58,吨蒸汽,2.59,正常,MES,2025-03,单价插补
2025-10-15,W07,动力站,E06,柴油,170.831,kg,7.86165,1323.48,590.108,吨蒸汽,16.19,正常,MES,2025-10,单价插补
2025-05-13,W05,表面处理车间,E01,电力,21814.496,kWh,0.67965,14787.78,7250.052,平方米,21.69,正常,MES,2025-05,单价插补
2025-01-24,W05,表面处理车间,E01,电力,24826.964,kWh,0.6791,17112.3,7569.309,平方米,-7.8,正常,MES,2025-01,单价插补
2024-11-02,W08,包装车间,E01,电力,3743.113,kWh,0.68035,2587.97,5983.299,件,3.42,低负荷,MES,2024-11,单价插补
2025-07-29,W01,熔炼车间,E02,天然气,6997.195,m³,3.4437,24554.73,,吨,27.26,正常,MES,2025-07,单价插补
2025-08-17,W07,动力站,E04,工业水,913.7535,m³,4.0812,3729.21,454.699,吨蒸汽,25.08,正常,MES,2025-08,消耗量插补
2025-02-08,W05,表面处理车间,E04,工业水,259.069,m³,4.1091999999999995,1066.0,4226.35,平方米,-4.03,低负荷,MES,2025-02,单价插补
2024-11-20,W05,表面处理车间,E03,蒸汽,28.32,t,216.788,6410.24,6433.505,平方米,6.07,正常,MES,2024-11,消耗量插补
2024-10-25,W03,热处理,E02,天然气,8368.019,m³,3.4455,28488.71,94.276,吨,12.48,正常,MES,2024-10,单价插补
2024-04-06,W02,轧制车间,E04,工业水,165.33,m³,4.1569,687.26,291.475,吨,18.34,正常,MES,2024-04,费用重算
2024-04-30,W01,熔炼车间,E02,天然气,8609.946,m³,3.4477,29684.26,244.406,吨,14.46,正常,MES,2024-04,负值取绝对值
2024-01-31,W05,表面处理车间,E01,电力,25000.324,kWh,0.6939,17347.72,6578.017,平方米,-0.1,正常,MES,2024-01,费用重算
2024-03-15,W05,表面处理车间,E03,蒸汽,25.7485,t,218.9801,5638.41,7277.694,平方米,4.95,正常,MES,2024-03,消耗量插补
2025-11-10,W05,表面处理车间,E03,蒸汽,28.727,t,215.7785,6037.73,7274.725,平方米,-1.25,正常,MES,2025-11,消耗量插补
2024-10-22,W02,轧制车间,E01,电力,36027.259,kWh,0.6983,25157.83,327.173,吨,14.38,正常,MES,2024-10,消耗量插补
2025-09-01,W03,热处理车间,E02,天然气,7178.968,m³,3.5496,25482.46,91.103,吨,19.17,正常,MES,2025-09,费用重算
2024-04-06,W05,表面处理车间,E02,天然气,809.251,m³,3.4164,2764.73,423.862,平方米,18.34,停产,MES,2024-04,消耗量插补
2025-10-07,W07,动力车间,E04,工业水,927.42,m³,4.146,3738.65,475.545,吨蒸汽,14.72,正常,MES,2025-10,消耗量插补
2025-09-18,W01,熔炼车间,E05,压缩空气,3294.81,m³,0.2757,909.97,281.477,吨,19.95,正常,MES,2025-09,消耗量插补
2025-02-18,W08,包装车间,E05,压缩空气,1364.084,m³,0.2842,387.67,10469.311,件,1.59,正常,MES,2025-02,消耗量插补
2024-11-10,W02,轧制车间,E03,蒸汽,44.837,t,219.4833,9501.01,325.861,吨,7.28,正常,MES,2024-11,单价插补
2025-11-12,W08,包装车间,E01,电力,6108.048,kWh,0.6802,4248.33,9390.462,件,8.54,正常,MES,2025-11,单价插补
2025-04-12,W07,动力站,E02,天然气,15510.127,m³,3.5152,52020.1,536.36,吨蒸汽,14.88,正常,MES,2025-04,消耗量插补
2025-06-16,W04,机加工车间,E04,工业水,60.253,m³,4.0506,245.1,4919.091,件,20.69,正常,MES,2025-06,消耗量插补
2024-02-06,W02,轧制车间,E03,蒸汽,50.831500000000005,t,217.4686,11539.34,345.466,吨,-2.27,正常,MES,2024-02,消耗量插补
2025-12-11,W05,表面处理车间,E04,工业水,439.321,m³,4.1018,1780.98,7344.617,平方米,-1.53,正常,MES,2025-12,单价插补
2024-05-06,W02,轧制车间,E04,工业水,195.863,m³,4.1429,811.44,350.267,吨,19.38,正常,MES,2024-05,费用重算
2024-05-20,W02,轧制车间,E01,电力,37489.219,kWh,0.68015,26057.02,298.896,吨,26.03,正常,MES,2024-05,单价插补
2025-06-26,W04,机加工车间,E05,压缩空气,5476.327,m³,0.2764,1539.38,4756.222,件,25.79,正常,MES,2025-06,消耗量插补
2025-10-30,W04,机加工车间,E01,电力,16356.388,kWh,0.6779,11088.0,4656.092,件,15.53,正常,MES,2025-10,消耗量插补
2025-05-09,W05,表面处理车间,E04,工业水,386.893,m³,4.1097,1590.39,7333.528,平方米,23.83,正常,MES,2025-05,单价插补
2025-02-16,W02,轧制车间,E02,天然气,8177.581,m³,3.4767,28431.0,315.596,吨,3.62,正常,MES,2025-02,消耗量插补
2025-01-12,W02,轧制车间,E01,电力,41488.3245,kWh,0.6671,28086.9,294.84,吨,-0.77,正常,MES,2025-01,消耗量插补
2024-03-11,W01,熔炼车间,E01,电力,41846.543,kWh,0.6811,28141.03,260.895,吨,4.06,正常,MES,2024-03,单价插补
2025-01-09,W04,机加工车间,E01,电力,19576.123,kWh,0.6751,13215.84,3852.733,件,-3.07,正常,MES,2025-01,消耗量插补
2024-01-17,W07,动力站,E06,柴油,177.08,kg,7.8388,1388.09,511.998,吨蒸汽,-4.89,正常,MES,2024-01,消耗量插补
2025-12-29,W06,装配车间,E01,电力度,12853.556,kWh,0.6733,8654.06,278.656,台,1.21,正常,MES,2025-12,负值取绝对值
2024-03-17,W01,熔炼车间,E01,电力,40666.445,kWh,0.6811,27361.69,228.105,吨,5.47,正常,MES,2024-03,单价插补
2025-03-30,W03,热处理车间,E03,蒸汽,32.351,t,220.2172,7133.59,91.501,吨,8.97,正常,MES,2025-03,单价插补
2024-11-05,W07,动力站,E06,柴油,181.961,kg,7.7556,1377.25,571.351,吨蒸汽,9.4,正常,MES,2024-11,消耗量插补
2025-02-16,W07,动力站,E06,柴油,179.2465,kg,7.7495,1389.07,552.227,吨蒸汽,3.62,正常,MES,2025-02,消耗量插补
2025-04-17,W03,热处理车间,E02,天然气,8359.2835,m³,3.4871,29149.66,106.021,吨,16.9,正常,MES,2025-04,消耗量插补
2024-10-29,W02,轧制车间,E01,电力,36027.259,kWh,0.6911,24898.44,310.411,吨,14.94,正常,MES,2024-10,消耗量插补
2025-10-16,W04,机加工车间,E04,工业水,62.433,m³,4.1086,258.05,4652.865,件,16.35,正常,MES,2025-10,单价插补
2025-06-16,W02,轧制车间,E03,蒸汽,36.203,t,218.5411,7911.84,329.33,吨,20.69,正常,MES,2025-06,消耗量插补
2025-04-14,W04,机加工车间,E01,电力,17392.265,kWh,0.6806,11694.01,4326.336,件,12.64,正常,MES,2025-04,单价插补
2024-12-21,W05,表面处理车间,E03,蒸汽,31.055,t,222.1287,6898.21,4290.009,平方米,-1.63,低负荷,MES,2024-12,消耗量插补
2025-04-27,W03,热处理车间,E02,天然气,8052.512,m³,3.45085,28360.27,98.868,吨,18.9,正常,MES,2025-04,单价插补
2025-04-12,W03,热处理车间,E01,电力,23913.4625,kWh,0.6985,17095.37,97.988,吨,14.88,正常,MES,2025-04,消耗量插补
2025-11-25,W07,动力站,E04,工业水,902.144,m³,4.2038,3792.43,566.267,吨蒸汽,2.72,正常,MES,2025-11,消耗量插补
2024-05-02,W02,轧制车间,E02,天然气,5081.6155,m³,3.4802,16842.29,297.677,吨,19.64,正常,MES,2024-05,消耗量插补
2025-10-02,W05,表面处理车间,E01,电力,5637.268,kWh,0.6882,3879.57,439.112,平方米,14.89,停产,MES,2025-10,费用重算
2025-10-17,W03,热处理车间,E02,天然气,8189.1625,m³,3.3757,27644.16,99.769,吨,17.97,正常,MES,2025-10,消耗量插补
2024-05-14,W05,表面处理车间,E04,工业水,399.677,m³,4.1247,1648.55,7492.989,平方米,22.96,正常,MES,2024-05,消耗量插补
2024-02-01,W04,机加工车间,E01,电力,19133.073,kWh,0.6993,13380.28,3773.637,件,0.17,正常,MES,2024-02,负值取绝对值
2025-07-30,W08,包装车间,E01,电力,6442.8695,kWh,0.665,4284.51,10507.513,件,24.59,正常,MES,2025-07,消耗量插补
2025-12-19,W07,动力站,E01,电力,9627.662,kWh,0.6867,6611.32,534.762,吨蒸汽,-0.09,正常,MES,2025-12,消耗量插补
2024-01-11,W02,轧制车间,E01,电力,40972.566,kWh,0.6803,27293.54,332.414,吨,-4.15,正常,MES,2024-01,单价插补
2025-10-01,W07,动力站,E01,电力,7530.133,kWh,0.6795,5021.19,501.267,吨蒸汽,9.97,正常,MES,2025-10,单价插补
2025-03-21,W07,动力站,E06,柴油,183.694,kg,7.8485,1441.72,598.277,吨蒸汽,3.92,正常,MES,2025-03,负值取绝对值
2024-01-29,W06,装配车间,E01,电力,12559.237,kWh,0.6817,8561.63,265.101,台,-7.36,正常,MES,2024-01,费用重算
2025-03-20,W04,机加工车间,E01,电力,19130.295,kWh,0.6787,12981.56,4408.386,件,9.54,正常,MES,2025-03,单价插补
2025-11-12,W01,熔炼车间,E05,压缩空气,3409.321,m³,0.2801,950.76,304.587,吨,8.54,正常,MES,2025-11,单价插补
2025-10-02,W07,动力站,E02,天然气,15885.614,m³,3.4456,54735.47,514.602,吨蒸汽,14.89,正常,MES,2025-10,消耗量插补
2024-05-01,W01,熔炼车间,E01,电力,39805.024999999994,kWh,0.6916,27529.16,234.807,吨,19.25,正常,MES,2024-05,消耗量插补
2024-05-04,W01,熔炼车间,E01,电力,34462.384,kWh,0.68015,23516.86,225.835,吨,22.69,正常,MES,2024-05,单价插补
2025-11-09,W06,装配车间,E01,电力,4408.26,kWh,0.6796,2995.85,53.199,台,9.48,低负荷,MES,2025-11,费用重算
2024-10-17,W07,动力站,E01,电力度,8549.502,kWh,0.6828,5837.6,541.895,吨蒸汽,11.64,正常,MES,2024-10,费用重算
2024-10-14,W06,装配车间,E01,电力,11880.051,kWh,0.67975,8078.99,273.584,台,15.77,正常,MES,2024-10,单价插补
2024-07-31,W06,装配车间,E01,电力,14258.962500000001,kWh,0.6911,9854.37,253.093,台,29.04,正常,MES,2024-07,消耗量插补
2025-02-19,W04,机加工车间,E01,电力,20890.999,kWh,0.6813,14013.95,4155.404,件,0.92,正常,MES,2025-02,单价插补
2025-12-20,W01,熔炼车间,E02,天然气,13491.193,m³,3.4863,47034.35,255.731,吨,1.18,正常,MES,2025-12,消耗量插补
2024-08-14,W01,熔炼车间,E04,工业水,268.242,m³,4.1039,1094.87,259.559,吨,27.96,正常,MES,2024-08,单价插补
2024-04-05,W07,动力站,E02,天然气,15243.608,m³,3.3746,49769.22,494.218,吨蒸汽,18.24,正常,MES,2024-04,消耗量插补
2024-01-18,W07,动力站,E06,柴油,177.08,kg,7.9746,1461.35,580.334,吨蒸汽,-7.66,正常,MES,2024-01,消耗量插补
2024-03-21,W08,包装车间,E01,电力,5434.722,kWh,0.6811,3681.39,9363.208,件,7.19,正常,MES,2024-03,单价插补
2025-02-11,W04,机加工车间,E01,电力,20104.032,kWh,0.6813,13862.3,4231.518,件,-2.96,正常,MES,2025-02,单价插补
2024-07-10,W03,热处理车间,E03,蒸汽,25.119,t,221.0796,5561.4,92.372,吨,27.13,正常,MES,2024-07,单价插补
2024-08-13,W05,表面处理车间,E02,天然气,742.681,m³,3.4554,2555.6,7286.01,平方米,31.69,正常,MES,2024-08,单价插补
2025-01-22,W05,表面处理车间,E03,蒸汽,32.907,t,214.2628,7050.83,6644.225,平方米,-11.0,正常,MES,2025-01,负值取绝对值
2025-09-15,W01,熔炼车间,E05,压缩空气,3193.32,m³,0.2885,921.33,276.725,吨,28.25,正常,MES,2025-09,负值取绝对值
2025-06-21,W03,热处理车间,E01,电力,26147.032,kWh,0.67945,17832.55,97.232,吨,21.87,正常,MES,2025-06,单价插补
2024-05-15,W07,动力站,E06,柴油,175.715,kg,7.87965,1384.57,539.525,吨蒸汽,20.98,正常,MES,2024-05,消耗量插补
2025-06-30,W07,动力站,E04,工业水,971.572,m³,4.1055,3988.79,562.793,吨蒸汽,25.34,正常,MES,2025-06,费用重算
2024-11-26,W07,动力站,E04,工业水,914.949,m³,4.0964,3740.17,482.203,吨蒸汽,5.67,正常,MES,2024-11,单价插补
2025-04-13,W02,轧制车间,E04,工业水,180.9595,m³,4.0945,743.98,337.123,吨,16.94,正常,MES,2025-04,消耗量插补
2025-03-20,W02,轧制车间,E02,天然气,6860.068499999999,m³,3.4941,24416.61,356.158,吨,9.54,正常,MES,2025-03,消耗量插补
2025-09-19,W07,动力站,E06,柴油,182.246,kg,8.1301,1481.68,545.185,吨蒸汽,18.67,正常,MES,2025-09,消耗量插补
2025-06-02,W07,动力站,E02,天然气,12622.219,m³,3.4456,43630.58,519.602,吨蒸汽,26.43,正常,MES,2025-06,单价插补
2024-02-04,W06,装配车间,E01,电力,4352.527,kWh,0.6815,3080.19,48.792,台,1.63,低负荷,MES,2024-02,单价插补
2025-08-29,W01,熔炼车间,E05,压缩空气,3181.0855,m³,0.2876,910.13,296.508,吨,29.89,正常,MES,2025-08,消耗量插补
2024-07-22,W05,表面处理车间,E04,工业水,436.088,m³,4.1039,1733.74,7175.356,平方米,25.19,正常,MES,2024-07,单价插补
2025-06-02,W06,装配车间,E05,压缩空气,4288.518,m³,0.2741,1175.48,14.785,台,26.43,停产,MES,2025-06,消耗量插补
2024-04-30,W02,轧制车间,E01,电力,39599.034,kWh,0.6794,26593.81,304.03,吨,14.46,正常,MES,2024-04,单价插补
2024-10-09,W07,动力站,E04,工业水,895.71,m³,4.1787,3742.9,508.679,吨蒸汽,16.68,正常,MES,2024-10,消耗量插补
2025-06-14,W06,装配车间,E05,压缩空气,2897.415,m³,0.2788,807.8,176.902,台,26.18,低负荷,MES,2025-06,负值取绝对值
2025-09-01,W03,热处理车间,E03,蒸汽,26.634,t,217.8313,5801.72,91.103,吨,19.17,正常,MES,2025-09,消耗量插补
2025-09-12,W02,轧制车间,E03,蒸汽,40.531,t,215.8812,8749.88,352.393,吨,25.67,正常,MES,2025-09,费用重算
2024-06-18,W04,机加工车间,E04,新水,59.822,m³,4.0313,241.16,4128.406,件,21.28,正常,MES,2024-06,消耗量插补
2025-06-15,W05,表面处理车间,E04,工业水,152.879,m³,4.0966,626.28,1481.419,平方米,24.21,低负荷,MES,2025-06,费用重算
2025-02-27,W02,轧制车间,E02,天然气,8298.565,m³,3.4493,28796.76,298.471,吨,-3.56,正常,MES,2025-02,单价插补
2024-10-10,W02,轧制车间,E02,天然气,6271.984,m³,3.4455,22408.95,318.61,吨,17.02,正常,MES,2024-10,单价插补
2025-02-18,W07,动力站,E06,柴油,179.2465,kg,7.9212,1463.91,566.276,吨蒸汽,1.59,正常,MES,2025-02,消耗量插补
2025-02-26,W04,机加工,E04,工业水,62.857,m³,4.124,259.22,4311.79,件,-2.87,正常,MES,2025-02,费用重算
2025-11-10,W05,表面处理车间,E04,工业水,398.63,m³,4.1046,1652.73,7274.725,平方米,-1.25,正常,MES,2025-11,单价插补
2025-03-14,W07,动力站,E06,柴油,184.321,kg,7.834099999999999,1458.37,585.333,吨蒸汽,11.48,正常,MES,2025-03,单价插补
2024-11-21,W08,包装车间,E05,压缩空气,1381.995,m³,0.2795,386.27,9319.75,件,6.29,正常,MES,2024-11,消耗量插补
2024-06-11,W06,装配车间,E05,压缩空气,4008.128,m³,0.2803,1143.46,242.703,台,23.31,正常,MES,2024-06,消耗量插补
2024-02-08,W05,表面处理车间,E01,电力,21043.4885,kWh,0.674,14183.31,7335.19,平方米,-4.7,正常,MES,2024-02,消耗量插补
2025-08-06,W04,机加车间,E04,工业水,62.486,m³,4.0895,255.54,5122.093,件,31.25,正常,MES,2025-08,负值取绝对值
2025-12-19,W04,机加工车间,E01,电力,21289.58,kWh,0.679,14423.71,4937.408,件,-0.09,正常,MES,2025-12,单价插补
2025-04-21,W06,装配车间,E01,电力,11351.596,kWh,0.6806,7601.83,271.085,台,18.26,正常,MES,2025-04,单价插补
2024-02-06,W08,包装车间,E05,压缩空气,1259.6844999999998,m³,0.2809,353.85,9852.29,件,-2.27,正常,MES,2024-02,消耗量插补
2024-10-11,W03,热处理车间,E03,蒸汽,28.565,t,226.6545,6474.5,99.718,吨,15.24,正常,MES,2024-10,负值取绝对值
2024-10-12,W01,熔炼车间,E01,电力,39566.671,kWh,0.6572,26003.22,277.378,吨,10.57,正常,MES,2024-10,消耗量插补
2024-04-25,W04,机加工车间,E01,电力,17830.259,kWh,0.6794,12161.0,3792.469,件,17.71,正常,MES,2024-04,单价插补
2025-10-20,W01,熔炼车间,E02,天然气,8938.795,m³,3.4354,30708.34,283.261,吨,16.29,正常,MES,2025-10,消耗量插补
2025-06-19,W05,表面处理车间,E01,电力,27227.613,kWh,0.6831,18599.18,6923.066,平方米,28.65,正常,MES,2025-06,费用重算
2024-03-11,W04,机加工车间,E05,压缩空气,5464.594,m³,0.281,1563.69,3995.795,件,4.06,正常,MES,2024-03,消耗量插补
2024-11-19,W03,热处理车间,E01,电力,27893.926,kWh,0.68035,19269.67,104.917,吨,3.4,正常,MES,2024-11,单价插补
2024-08-22,W07,动力站,E04,工业水,823.731,m³,4.0848,3364.81,567.607,吨蒸汽,27.18,正常,MES,2024-08,负值取绝对值
2025-12-11,W04,机加工车间,E04,工业水,54.258,m³,4.1018,225.27,4531.134,件,-1.53,正常,MES,2025-12,单价插补
2025-12-25,W06,装配车间,E01,电力,14018.177,kWh,0.6808,9145.47,255.238,台,-6.85,正常,MES,2025-12,消耗量插补
2024-02-06,W02,轧制车间,E04,工业水,172.262,m³,3.9576,664.89,345.466,吨,-2.27,正常,MES,2024-02,消耗量插补
2025-06-17,W05,表面处理车间,E01,电力,25843.209,kWh,0.67945,17690.5,7609.388,平方米,24.64,正常,MES,2025-06,单价插补
2024-04-07,W01,熔炼车间,E02,天然气,8815.69,m³,3.4309,29504.8,251.433,吨,11.39,正常,MES,2024-04,消耗量插补
2024-12-15,W01,熔炼车间,E04,工业水,258.34900000000005,m³,4.0734,1030.41,266.53,吨,-3.68,正常,MES,2024-12,消耗量插补
2025-06-13,W07,动力站,E01,电力,9956.981,kWh,0.67945,6784.82,514.984,吨蒸汽,25.45,正常,MES,2025-06,单价插补
2025-05-18,W01,熔炼车间,E01,电力,39801.22,kWh,0.6833,26473.95,264.787,吨,21.35,正常,MES,2025-05,消耗量插补
2025-03-22,W01,熔炼车间,E04,工业水,249.084,m³,4.1073,1008.92,270.672,吨,6.15,正常,MES,2025-03,单价插补
2024-01-19,W07,动力站,E06,柴油,177.08,kg,7.8675,1393.18,574.052,吨蒸汽,0.35,正常,MES,2024-01,消耗量插补
2024-03-10,W07,动力站,E01,电力,7668.278,kWh,0.6811,5169.72,503.947,吨蒸汽,7.38,正常,MES,2024-03,单价插补
2024-07-05,W08,包装车间,E05,压缩空气,1391.081,m³,0.2782,387.0,10190.046,件,28.72,正常,MES,2024-07,费用重算
2025-01-26,W04,机加工车间,E04,工业水,20.772,m³,4.1043,83.66,978.746,件,-3.78,低负荷,MES,2025-01,单价插补
2024-11-24,W03,热处理车间,E02,天然气,10104.342499999999,m³,3.4059,34512.86,92.266,吨,6.13,正常,MES,2024-11,消耗量插补
2024-08-06,W02,轧制车间,E03,蒸汽,39.401,t,219.9231,8775.91,339.624,吨,27.53,正常,MES,2024-08,单价插补
2024-09-29,W06,装配车间,E01,电力,4027.146,kWh,0.6652,2678.86,51.496,台,23.96,低负荷,MES,2024-09,费用重算
2025-02-15,W02,轧制车间,E03,蒸汽,49.34,t,220.53629999999998,10851.42,342.822,吨,1.31,正常,MES,2025-02,单价插补
2025-01-08,W05,表面处理车间,E01,电力,25541.054,kWh,0.6791,17387.42,7014.237,平方米,-6.83,正常,MES,2025-01,单价插补
2024-03-18,W02,轧制车间,E04,工业水,191.541,m³,4.0993,773.85,339.172,吨,9.72,正常,MES,2024-03,单价插补
2024-12-11,W05,表面处理车间,E03,蒸汽,31.055,t,224.6995,6978.04,7528.869,平方米,-1.74,正常,MES,2024-12,消耗量插补
2024-04-14,W07,动力站,E02,天然气,14217.336,m³,3.4521,47887.59,491.308,吨蒸汽,17.46,正常,MES,2024-04,单价插补
2025-05-14,W04,机加工车间,E01,电力,17840.264,kWh,0.67965,12364.15,4772.796,件,19.25,正常,MES,2025-05,单价插补
2024-03-03,W02,轧制车间,E01,电力,31560.443,kWh,0.6811,21638.4,291.168,吨,8.11,正常,MES,2024-03,单价插补
2025-02-03,W01,熔炼车间,E04,工业水,229.146,m³,4.1091999999999995,961.35,253.425,吨,-4.65,正常,MES,2025-02,单价插补
2025-09-15,W06,装配车间,E01,电力,12446.9,kWh,0.68,8463.89,306.94,台,28.25,正常,MES,2025-09,消耗量插补
2024-11-03,W07,动力站,E06,柴油,181.961,kg,7.6837,1398.13,523.824,吨蒸汽,1.52,正常,MES,2024-11,消耗量插补
2025-09-16,W04,机加工车间,E01,电,19348.876,kWh,0.67965,13375.97,5240.114,件,19.99,正常,MES,2025-09,单价插补
2024-09-13,W01,熔炼车间,E01,电力,44908.323,kWh,0.6803,29983.33,270.099,吨,17.34,正常,MES,2024-09,单价插补
2025-12-10,W01,熔炼车间,E02,天然气,13491.193,m³,3.467,45308.43,251.746,吨,-6.21,正常,MES,2025-12,消耗量插补
2024-08-29,W07,动力站,E04,工业水,932.813,m³,4.122,3845.06,531.097,吨蒸汽,26.35,正常,MES,2024-08,费用重算
2025-01-01,W02,轧制,E01,电力,39032.204,kWh,0.6811,26584.83,310.518,吨,-2.34,正常,MES,2025-01,费用重算
2025-08-08,W01,熔炼车间,E04,工业水,270.144,m³,4.1012,1103.43,306.026,吨,26.96,正常,MES,2025-08,单价插补
2024-09-13,W02,轧制车间,E04,工业水,189.174,m³,4.1593,786.83,338.856,吨,17.34,正常,MES,2024-09,费用重算
2025-08-10,W04,机加工车间,E05,压缩风,2088.039,m³,0.2804,593.69,885.595,件,28.53,低负荷,MES,2025-08,单价插补
2025-06-12,W06,装配车间,E05,压缩空气,4444.913,m³,0.2773,1232.4,281.585,台,26.01,正常,MES,2025-06,负值取绝对值
2025-08-30,W01,熔炼车间,E05,压缩空气,2904.791,m³,0.2804,803.18,267.068,吨,26.36,正常,MES,2025-08,单价插补
2024-01-30,W02,轧制车间,E01,电力,39048.321,kWh,0.7049,27526.0,301.005,吨,-5.45,正常,MES,2024-01,负值取绝对值
2024-08-30,W04,机加工车间,E04,工业水,58.332,m³,4.1287,239.49,4137.408,件,26.45,正常,MES,2024-08,消耗量插补
2024-05-26,W04,机加工车间,E01,电力,6221.216,kWh,0.68015,4156.91,858.36,件,22.7,低负荷,MES,2024-05,单价插补
2024-04-18,W02,轧制车间,E01,电力,32932.292,kWh,0.6794,22379.38,325.497,吨,9.2,正常,MES,2024-04,单价插补
2024-09-18,W02,轧制车间,E01,电力,40893.102,kWh,0.6803,28302.49,333.271,吨,19.56,正常,MES,2024-09,单价插补
2025-05-17,W02,轧制车间,E01,电力,31983.635,kWh,0.67965,22120.68,330.778,吨,19.14,正常,MES,2025-05,单价插补
2024-07-17,W06,装配车间,E05,压缩空气,4525.159,m³,0.2795,1266.77,286.387,台,30.58,正常,MES,2024-07,单价插补
2025-05-05,W07,动力站,E02,天然气,13760.668,m³,3.4982,48137.57,465.647,吨蒸汽,17.23,正常,MES,2025-05,消耗量插补
2025-09-15,W03,热处理车间,E02,天然气,8001.896,m³,3.4454,27831.98,104.249,吨,28.25,正常,MES,2025-09,单价插补
2025-07-01,W04,机加工车间,E01,电力,25068.842,kWh,0.6636,16635.68,4596.352,件,31.09,正常,MES,2025-07,费用重算
2025-07-02,W05,表面处理车间,E02,天然气,622.787,m³,3.4437,2177.58,7250.835,平方米,24.6,正常,MES,2025-07,单价插补
2024-01-13,W01,熔炼车间,E02,天燃气,12146.227,m³,3.5361,42950.27,268.866,吨,-6.81,正常,MES,2024-01,费用重算
2024-12-29,W06,装配车间,E05,压缩空气,4200.782999999999,m³,0.2805,1178.32,50.665,台,0.05,低负荷,MES,2024-12,消耗量插补
2025-02-14,W01,熔炼,E04,自来水,265.908,m³,4.1344,1063.65,264.069,吨,-2.48,正常,MES,2025-02,消耗量插补
2025-11-28,W07,动力站,E01,电力,8955.584,kWh,0.6862,6145.32,617.88,吨蒸汽,5.32,正常,MES,2025-11,消耗量插补
2024-03-29,W07,动力车间,E06,柴油,181.378,kg,7.9447,1430.43,518.622,吨蒸汽,6.41,正常,MES,2024-03,消耗量插补
2024-10-21,W05,表面处理车间,E04,工业水,399.708,m³,4.1099,1625.63,7074.93,平方米,11.69,正常,MES,2024-10,单价插补
2025-09-07,W05,表面处理车间,E04,工业水,168.623,m³,4.1993,708.1,1503.177,平方米,21.69,低负荷,MES,2025-09,负值取绝对值
2025-09-09,W03,热处理车间,E02,天然气,8406.806,m³,3.4981,29407.85,93.901,吨,24.21,正常,MES,2025-09,费用重算
2024-10-22,W06,装配车间,E01,电力,12452.649,kWh,0.6792,8457.84,261.831,台,14.38,正常,MES,2024-10,费用重算
2025-09-23,W04,机加工车间,E01,电力,19442.645,kWh,0.6753,13129.62,4668.696,件,21.81,正常,MES,2025-09,消耗量插补
