record_date,workshop_code,workshop_name,energy_code,energy_name,consumption,unit,unit_price,cost,output_qty,output_unit,avg_temperature,record_status,data_source
2025-04-24,W03,热处理车间,E03,蒸汽,28.071,t,220.9893,6203.33,103.567,吨,14.79,正常,MES
2024-12-04,W04,机加工车间,E04,工业水,60.781,m³,4.2326,257.26,4342.582,件,-1.24,正常,MES
2024-12-09,W07,动力站,E06,柴油,195.286,kg,7.8193,1527.0,587.631,吨蒸汽,-1.99,正常,MES
2025-05-19,W04,机加工车间,E05,压缩空气,6095.112,m³,0.2869,1748.71,4793.385,件,16.72,正常,MES
2025-04-07,W07,动力站,E04,工业水,853.96,m³,4.0812,3485.19,534.98,吨蒸汽,14.98,正常,MES
2024-10-03,W08,包装车间,E01,电力,853.248,kWh,0.6869,586.08,590.05,件,15.39,停产,MES
2025/10/31,W04,机加工车间,E04,工业水,60.878,m³,4.1002,249.61,4498.029,件,9.71,正常,MES
2025-11-11,W05,表面处理车间,E03,蒸汽,30.628,t,218.6406,6696.49,7287.924,平方米,1.49,正常,MES
2024-08-03,W02,轧制车间,E02,天然气,4464.671,m³,3.4096,15222.95,315.932,吨,25.06,正常,MES
2025-03-01,W02,轧制车间,E04,工业水,182.881,吨,4.1718,762.95,351.27,吨,7.3,正常,MES
2024-11-01,W01,熔炼车间,E05,压缩空气,3369.748,m³,0.2689,906.12,254.934,吨,4.03,正常,MES
2025-10-12,W03,热处理车间,E03,蒸汽,29.457,t,224.3538,6608.71,98.198,吨,16.11,正常,MES
2025-01-15,W02,轧制车间,E01,电力,40676.094,kWh,0.6859,27898.54,359.742,吨,-1.86,正常,MES
2024-12-19 00:00:00,W02,轧制车间,,蒸汽,51.184,t,221.332,11328.66,331.088,吨,-1.58,正常,MES
2025年12月01日,W02,轧制车间,E01,电力,44210.114,kWh,0.6713,29678.95,349.538,吨,-2.91,正常,MES
2024-10-05,W02,轧制车间,E03,蒸汽,40.72,t,220.4036,8974.88,350.054,吨,15.36,正常,MES
2024/02/14,W02,轧制车间,E01,电力,37605.39,kWh,0.6765,25440.12,271.644,吨,-0.82,正常,MES
2024-10-06,W02,轧制车间,E02,天然气,5514.754,m³,3.4422,18982.88,305.695,吨,12.58,正常,MES
2024-06-07,W02,轧制车间,E02,天然气,4971.568,m³,3.4657,17229.94,330.348,吨,20.22,正常,MES
2024-03-25,W05,表面处理车间,E01,电力,21826.904,kWh,0.6979,15231.99,6969.898,平方米,12.7,正常,MES
2025-07-01,W01,熔炼车间,E04,工业水,275.527,m³,4.0893,1126.72,268.293,吨,31.09,正常,MES
2024-06-08,W05,表面处理车间,,工业水,110.014,m³,4.1671,458.44,453.088,平方米,20.47,停产,MES
2025-08-30,W06,装配车间,E01,电力,9029.671,kWh,0.6557,5920.67,176.809,台,26.36,低负荷,MES
2025-03-31,W05,表面处理车间,E01,电力,21881.919,kWh,0.6579,14396.14,7145.857,平方米,10.82,正常,MES
2024/11/26,W04,机加工车间,E04,工业水,61.43,m³,4.1478,254.8,4698.657,件,5.67,正常,MES
2025-12-30,W04,机加工车间,E01,电力,21286.267,kWh,0.6754,14376.72,4746.241,件,-7.12,正常,MES
2024-09-04,W03,热处理车间,E02,天然气,7229.363,m³,3.3907,24512.83,100.336,吨,21.42,正常,MES
2024-05-17,W07,动力站,E02,天然气,14303.246,m³,3.4842,49835.87,584.515,吨蒸汽,21.07,正常,MES
2025-09-14,W05,表面处理车间,E04,工业水,168.87,m³,4.0057,676.44,1401.827,平方米,20.44,低负荷,MES
2024-08-31,W05,表面处理车间,E04,工业水,292.322,m³,4.1295,1207.14,4701.838,平方米,25.51,低负荷,MES
2024-07-31,W07,动力站,E06,柴油,182.149,kg,7.7655,1414.47,560.789,吨蒸汽,29.04,正常,MES
2024-02-03,W01,熔炼车间,E01,电力,42977.807,kWh,0.6876,29551.52,257.843,吨,-2.53,正常,MES
2025-06-08,W06,装配车间,E05,压缩空气,1418.383,m³,0.2791,395.89,55.041,台,24.76,低负荷,MES
2025-05-16,W01,熔炼车间,E02,天然气,7678.646,m³,3.4174,26240.87,286.907,吨,24.65,正常,MES
2025-12-29,W08,包装车间,E05,压缩空气,1390.936,m³,0.2833,394.0,10638.356,件,1.21,正常,MES
2024-02-07,W04,机加工车间,E04,工业水,64.499,m³,4.0686,262.42,4256.879,件,-1.73,正常,MES
2024-10-18,W01,熔炼车间,E04,工业水,291.404,m³,4.1883,1220.5,280.934,吨,16.26,正常,MES
2024-04-04,W07,动力站,E06,柴油,160.1,kg,7.9908,1279.33,473.53,吨蒸汽,17.52,正常,MES
2025-05-18,W05,表面处理车间,E03,蒸汽,8.573,t,229.9104,1971.07,1377.092,平方米,21.35,低负荷,MES
2025-06-28,W06,装配车间,E05,压缩空气,3093.379,m³,0.276,853.9,169.643,台,20.94,低负荷,MES
2025年10月04日,W02,轧制车间,E02,天然气,5573.919,m³,3.4223,19075.65,322.494,吨,13.72,正常,MES
2024-09-04,W06,装配车间,E01,电力,12575.298,kWh,0.6812,8566.69,261.521,台,21.42,正常,MES
2024-07-29,W01,熔炼车间,E01,电力,48685.167,kWh,0.6638,32318.58,283.226,吨,26.76,正常,MES
2024/09/04,W04,机加工车间,E05,压缩空气,6060.373,m³,0.2821,1709.91,4225.498,件,21.42,正常,MES
2024-03-22,W05,表面处理车间,E03,蒸汽,25.441,t,223.8927,5696.03,7291.643,平方米,7.31,正常,MES
2025-10-03 00:00:00,W02,轧制车间,E03,蒸汽,37.588,t,218.0191,8194.88,308.051,吨,16.14,正常,MES
2024-05-30,W06,装配车间,E01,电力,11395.76,kWh,0.6778,7723.72,272.648,台,21.14,正常,MES
2024-08-13,W03,热处理车间,E02,天然气,6348.757,m³,3.469,22023.67,100.059,吨,31.69,正常,MES
2025-01-17,W05,表面处理车间,,蒸汽,32.201,t,214.3294,6901.6,7154.698,平方米,-7.45,正常,MES
2025年03月14日,W01,熔炼车间,E04,工业水,274.114,m³,4.0807,1118.57,286.82,吨,11.48,正常,MES
2024-11-08,W05,表面处理车间,E03,蒸汽,30.411,t,217.2258,6606.06,6452.745,平方米,7.49,正常,MES
2024-05-03,W05,表面处理车间,E01,电力度,5584.935,kWh,0.6852,3826.96,386.79,平方米,17.93,停产,MES
2024-10-23,W06,装配车间,E05,压缩空气,4414.147,m³,0.2695,1189.41,280.334,台,12.8,正常,MES
2025-02-07,W07,动力站,E06,柴油,176.831,kg,7.6977,1361.19,557.818,吨蒸汽,-3.01,正常,MES
2024-03-01,W05,表面处理车间,E04,工业水,415.905,m³,4.1636,1731.64,6151.132,平方米,0.95,正常,MES
2024.12.29,W02,轧制车间,E03,蒸汽,51.992,t,222.8421,11585.95,327.809,吨,0.05,正常,MES
2024-06-07,W04,机加工车间,E01,电力,21247.99,kWh,0.6773,14391.96,4236.755,件,20.22,正常,MES
2024-11-13,W08,包装车间,E05,压缩空气,1408.046,m³,0.2848,400.97,10306.785,件,4.17,正常,MES
2024-06-26,W04,机加工车间,E04,工业水,61.337,m³,4.0868,250.67,4020.531,件,25.91,正常,MES
2024年06月23日,W05,表面处理车间,E01,电力,9121.555,kWh,0.6703,6114.16,1390.53,平方米,26.31,低负荷,MES
2025-04-15,W02,轧制车间,E03,蒸汽,,t,218.8067,9457.36,334.281,吨,15.59,正常,MES
2025-06-07,W06,装配车间,E01,电力,9065.24,kWh,0.6867,6225.53,185.276,台,24.76,低负荷,MES
2025-08-17,W07,动力站,E01,电力,10329.67,kWh,0.701,7241.56,454.699,吨蒸汽,25.08,正常,MES
2025年08月26日,W06,装配车间,E05,压缩空气,4005.582,m³,0.2821,1130.0,286.833,台,28.08,正常,MES
2025-10-28,W06,装配车间,E01,电力,12288.928,kWh,0.676,8307.44,312.903,台,12.56,正常,MES
2024-10-05,W05,表面处理车间,E01,电力,5809.78,kWh,0.6683,3882.8,369.618,平方米,15.36,停产,MES
2024-05-19,W05,表面处理车间,E03,蒸汽,7.525,t,223.9801,1685.34,1439.618,平方米,18.23,低负荷,MES
2024-03-04,W04,机加工车间,E05,压缩空气,5902.973,m³,0.2738,1616.37,4151.711,件,7.52,正常,MES
2024-08-02,W05,表面处理车间,E03,蒸汽,21.28,t,222.9783,4745.0,6497.38,平方米,23.68,正常,MES
2024-12-13,W01,熔炼车间,E02,天然气,13272.338,m3,3.5203,46723.24,288.02,吨,-3.21,正常,MES
2024-09-27,W01,熔炼车间,E04,工业水,273.155,m³,,1099.54,303.12,吨,19.57,正常,MES
2024-12-15 00:00:00,W01,熔炼车间,E01,电力,44566.384,kWh,0.6886,30689.79,266.53,吨,-3.68,正常,MES
2025-07-20,W07,动力站,E02,天然气,11846.304,m³,,40741.12,539.475,吨蒸汽,26.04,正常,MES
2024-06-25,W04,机加工车间,E05,压缩空气,5825.866,m³,0.281,1637.23,4272.698,件,24.07,正常,MES
2025-10-20,W05,表面处理车间,E02,天然气,830.215,m³,3.3974,2820.54,7725.005,平方米,16.29,正常,MES
2024-08-02,W02,轧制车间,E03,蒸汽,38.659,t,218.5506,8448.95,335.206,吨,23.68,正常,MES
2025-07-27,W05,表面处理车间,E02,天然气,239.908,m³,3.4898,837.23,1523.16,平方米,28.95,低负荷,MES
2025-04-28,W02,轧制车间,E04,工业水,190.606,m³,4.2475,809.59,368.086,吨,13.77,正常,MES
2024-06-01,W05,表面处理车间,E04,工业水,301.52,m³,4.1142,1240.51,3974.385,平方米,24.16,低负荷,MES
2024-12-20,W06,装配车间,E05,压缩空气,4401.347,m³,0.2827,1244.28,278.595,台,0.04,正常,MES
2024-08-31,W06,装配车间,E05,压缩空气,2758.049,m³,0.2867,790.71,162.565,台,25.51,低负荷,MES
2025-05-17,W02,轧制车间,E04,工业水,179.712,m³,4.0656,730.63,330.778,吨,19.14,正常,MES
2024-10-26,W04,机加工车间,E05,压缩空气,4077.913,m³,0.2823,1151.35,2440.598,件,16.92,低负荷,MES
2025-06-01,W05,表面处理车间,E04,工业水,117.217,m³,4.0517,474.93,391.212,平方米,30.03,停产,MES
2025-08-14,W03,热处理车间,E01,电力,28115.87,kWh,0.6794,19100.53,93.126,吨,29.01,正常,MES
2024-09-18,W02,轧制车间,E04,工业水,181.903,m³,3.9957,726.83,333.271,吨,19.56,正常,MES
2025年05月25日,W04,机加工车间,E04,工业水,22.083,m³,4.1452,91.54,842.642,件,24.55,低负荷,MES
2024-11-01,W05,表面处理车间,E02,天然气,1033.438,m³,3.6106,3731.37,6626.523,平方米,4.03,正常,MES
2024-07-05,W03,热处理车间,E01,电力,32229.052,kWh,0.679,21884.76,95.012,吨,28.72,正常,MES
2025-07-19,W07,动力站,E04,工业水,880.123,m³,4.116,3622.62,532.973,吨蒸汽,28.9,正常,MES
2025-03-02,W08,包装车间,E05,压缩空气,450.112,m³,0.277,124.69,1975.436,件,4.82,低负荷,MES
2025-04-05,W07,动力站,E02,天然气 ,13641.774,m³,3.4939,47662.74,477.836,吨蒸汽,18.67,正常,MES
2025-10-25,W03,热处理车间,E02,天然气,7694.148,m³,3.3945,26117.5,95.749,吨,14.88,正常,MES
2025-07-12,W04,机加工车间,E04,工业水,39.893,m³,4.1037,163.71,3053.82,件,28.07,低负荷,MES
2024-08-10,W04,机加车间,E04,工业水,42.808,m³,4.1593,178.05,2543.968,件,27.87,低负荷,MES
2025-06-09,W07,动力站,E02,天然气,12572.13,m³,3.4513,43390.01,662.242,吨蒸汽,26.15,正常,MES
2025-04-29,W07,动力站,E06,柴油,181.714,kg,7.8332,1423.41,537.666,吨蒸汽,19.74,正常,MES
2025-12-24,W02,轧制车间,E01,电力,42047.332,kWh,0.7006,29457.31,361.546,吨,-3.0,正常,MES
2025-02-15,W03,热处理车间,E03,蒸汽,34.649,t,221.5529,7676.5,101.886,吨,1.31,正常,MES
2025-01-28,W02,轧制车间,E02,天然气,8267.555,m³,3.5438,29298.67,317.853,吨,-6.53,正常,MES
2025.06.27,W05,表面处理车间,E03,蒸汽,20.043,t,218.2682,4374.66,7257.493,平方米,25.29,正常,MES
2025-12-24,W02,轧制车间,E03,蒸汽,57.537,t,216.3428,12447.79,361.546,吨,-3.0,正常,MES
2024-02-07,W07,动力站,E06,柴油,174.297,kg,7.9466,1385.06,497.514,吨蒸汽,-1.73,正常,MES
2025-07-30,W01,熔炼车间,E05,压缩空气,3571.427,m³,0.2754,983.5,263.064,吨,24.59,正常,MES
2024-10-02,W06,总装车间,E01,电力,2504.119,kWh,0.671,1680.25,16.511,台,20.03,停产,MES
2025-12-27,W01,熔炼车间,E04,工业水,254.652,m³,4.0868,1040.72,290.542,吨,-3.02,正常,MES
2024-09-17,W08,包装车间,E01,电力,,kWh,0.6709,673.01,638.584,件,21.27,停产,MES
2025-05-16,W02,轧制车间,E03,蒸汽,38.814,t,219.5875,8522.98,315.134,吨,24.65,正常,MES
2025-07-13 00:00:00,W05,表面处理车间,E03,蒸汽,8.106,t,217.3646,1762.03,1512.197,平方米,26.73,低负荷,MES
2025-12-28,W07,动力站,E01,电力,9235.098,kWh,0.6751,6234.92,547.667,吨蒸汽,-1.48,正常,MES
2025-02-11 00:00:00,W01,熔炼车间,E05,压缩空气,3346.209,m³,0.2799,936.67,284.841,吨,-2.96,正常,MES
2024/09/06,W01,熔炼,E05,压缩空气,3325.385,m³,0.2822,938.4,285.225,吨,23.41,正常,MES
2025.08.25,W07,动力站,E02,天然气,12900.949,m³,3.4258,44196.24,526.864,吨蒸汽,26.53,正常,MES
2025-07-19,W08,包装车间,E05,压缩空气,964.392,m³,0.284,273.86,6139.579,件,28.9,低负荷,MES
2024-03-26,W04,机加工车间,E04,工业水,58.733,m³,4.1231,242.16,4120.791,件,6.35,正常,MES
2025-12-01,W01,熔炼车间,E04,工业水,264.454,m³,4.0166,1062.21,280.163,吨,-2.91,正常,MES
2025-03-31,W01,熔炼车间,E05,压缩空气,3256.095,m³,0.2824,919.67,258.611,吨,10.82,正常,MES
2024-11-02,W02,轧制车间,E01,外购电,35080.358,kWh,0.6763,23723.12,348.55,吨,3.42,正常,MES
2024-11-27,W03,热处理车间,E03,蒸汽,36.003,t,219.2808,7894.75,110.106,吨,5.26,正常,MES
2025-04-23,W02,轧制车间,E02,天然气,5876.396,m³,3.5339,20766.86,342.848,吨,15.46,正常,MES
2024-10-08,W07,动力站,E02,天然气,16266.307,m³,3.5458,57677.06,505.769,吨蒸汽,15.09,正常,MES
2024.04.23,W06,装配车间,E05,压缩空气,4496.807,m³,0.2783,1251.67,274.391,台,17.86,正常,MES
2024-04-08,W06,装配车间,E05,压缩空气,4370.064,m³,0.2887,1261.48,273.642,台,14.33,正常,MES
2024-03-10,W05,表处车间,E01,电力,7746.71,kWh,0.6649,5150.6,1373.131,平方米,7.38,低负荷,MES
2025-05-28,W02,轧制车间,E01,电力,39183.7,kw·h,0.6756,26472.52,355.98,吨,20.61,正常,MES
2025-07-15,W02,轧制车间,E04,工业水,179.592,m³,4.2228,758.37,318.337,吨,29.2,正常,MES
2024-01-08,W06,装配车间,E05,压缩空气,4350.222,m³,0.2788,1212.83,237.939,台,-6.6,正常,MES
2024-02-22,W03,热处理车间,E02,天然气,10756.237,m³,3.504,37689.39,97.139,吨,-3.11,正常,MES
2025/06/30,W01,熔炼车间,E05,压缩空气,3561.293,m³,0.2774,987.86,295.214,吨,25.34,正常,MES
2025-02-10,W01,熔炼车间,E05,压缩空气,3315.988,m³,0.2813,932.74,297.615,吨,-4.67,正常,MES
2025-04-04,W01,熔炼车间,E05,压缩空气,3052.623,m³,0.287,876.18,213.46,吨,16.15,正常,MES
2025-08-29,W01,熔炼车间,E02,天燃气,6992.98,m³,3.4584,24184.22,296.508,吨,29.89,正常,MES
2024-09-02,W03,热处理车间,E02,天然气,7577.7,m³,3.4923,26463.54,96.339,吨,15.86,正常,MES
2025-11-10,W02,轧制车间,E04,工业水,184.581,m3,4.1154,759.63,301.418,吨,-1.25,正常,MES
2024-03-30,W07,动力站,E02,天然气,16724.999,m³,3.453,57751.89,546.434,吨蒸汽,5.84,正常,MES
2025-05-21,W02,轧制车间,E01,电力,39152.276,kWh,0.6803,26634.17,335.957,吨,19.94,正常,MES
2025年04月25日,W07,动力站,E01,电力,7719.276,kWh,0.6726,5192.1,539.472,吨蒸汽,16.35,正常,MES
2025-08-06,W05,表面处理车间,E04,工业水,434.053,m³,4.1599,1805.61,6495.055,平方米,31.25,正常,MES
2025-04-09,W04,机加工车间,E05,压缩空气,5253.39,m³,0.2867,1506.19,4389.686,件,12.52,正常,MES
2024-03-19,W07,动力站,E06,柴油,181.182,kg,7.6873,1392.8,563.227,吨蒸汽,9.68,正常,MES
2024-09-12,W01,熔炼车间,E04,工业水,273.697,m³,4.0457,1107.28,280.46,吨,23.63,正常,MES
2025-05-10,W04,机加工车间,E04,工业水,39.173,m³,4.1339,161.94,2887.815,件,20.1,低负荷,MES
2025-02-08,W02,轧制车间,E02,天然气,7574.452,m³,3.4993,26505.45,317.944,吨,-4.03,正常,MES
2025-06-30,W05,表面处理车间,E03,蒸汽,21.93,t,220.1298,4827.39,7201.849,平方米,25.34,正常,MES
2025-11-01,W07,动力站,E06,柴油,188.196,kg,7.7634,1461.04,559.007,吨蒸汽,6.24,正常,MES
2025-07-27,W04,机加工车间,E04,工业水,18.555,m³,4.1278,76.59,881.475,件,28.95,低负荷,MES
2024-04-05,W01,熔炼车间,E04,工业水,247.706,m³,4.105,1016.83,,吨,18.24,正常,MES
2025-02-14,W06,装配车间,E05,压缩空气,4438.662,m³,0.2805,1245.26,258.976,台,-2.48,正常,MES
2024-02-26,W02,轧制车间,E02,天然气,8328.995,m³,3.4501,28735.5,314.688,吨,2.6,正常,MES
2024-01-17,W02,轧制车间,E02,天然气,8673.253,m³,3.4175,29641.19,324.66,吨,-4.89,正常,MES
2024-10-27,W03,热处理车间,E01,电力,21182.912,kWh,0.6527,13826.5,97.07,吨,18.93,正常,MES
2025-07-27,W03,热处理车间,E01,电力,31010.698,kWh,0.6949,21548.75,93.369,吨,28.95,正常,MES
2024-08-16,W02,轧制车间,E04,工业水,183.333,m³,4.1222,755.74,351.133,吨,26.65,正常,MES
2025.11.15,W01,熔炼车间,E02,天然气,11911.849,m³,3.5143,41861.82,276.844,吨,7.78,正常,MES
2025-02-25,W07,动力站,E04,工业水,11550.893101683994,m³,4.045,3572.9,570.11,吨蒸汽,0.19,正常,MES
2025-06-16,W08,包装车间,E01,电力,6239.231,kWh,0.676,4217.95,11479.16,件,20.69,正常,MES
2024-11-07,W05,表面处理车间,E01,电力,294347.28863790043,kWh,0.6948,15260.51,6444.895,平方米,7.11,正常,MES
2024-10-26,W07,动力站,E06,柴油,178.521,kg,7.9333,1416.26,528.328,吨蒸汽,16.92,正常,MES
2024-05-13,W02,轧制车间,E04,工业水,,m³,4.2244,714.88,347.538,吨,24.51,正常,MES
2025-09-25,W02,轧制车间,E02,天然气,5396.126,m³,3.429,18503.05,353.253,吨,16.25,正常,MES
2025-11-17,W06,装配车间,E01,电力,13189.206,kWh,0.6595,8697.77,304.176,台,5.02,正常,MES
2024-09-23,W04,机加工车间,E01,电力,19733.454,kWh,0.6794,13406.28,4350.035,件,22.45,正常,MES
2025-01-27,W05,表面处理车间,E03,蒸汽,29.843,T,218.8385,6530.77,7306.349,平方米,-5.85,正常,MES
2025-06-10 00:00:00,W07,动力站,E04,工业水,893.069,m³,4.2281,3776.0,557.578,吨蒸汽,27.6,正常,MES
2024-06-02,W05,表面处理车间,E02,天然气,256.329,m³,3.508,899.2,1411.237,平方米,25.87,低负荷,MES
2025-11-02,W05,表面处理车间,E04,工业水,167.231,m³,4.1346,691.44,1391.071,平方米,5.22,低负荷,MES
2024-08-09,W02,轧制车间,E02,天然气,4811.345,m³,3.3727,16227.42,327.334,吨,22.39,正常,MES
2024-02-01,W06,装配,E01,电力,13568.821,kWh,0.6988,9481.42,263.688,台,0.17,正常,MES
2025-11-03,W02,轧制车间,E01,电力,41110.233,kWh,0.6661,27383.65,355.997,吨,2.97,正常,MES
2024-01-19,W07,动力站,E02,天然气,22581.277,m³,3.4455,77802.69,574.052,吨蒸汽,0.35,正常,MES
2025-07-12,W02,轧制车间,E01,电力,46901.825,kWh,0.6731,31567.91,340.805,吨,28.07,正常,MES
2025-12-07,W01,熔炼车间,E01,电力,44607.05,kWh,0.6756,30135.28,272.458,吨,-5.41,正常,MES
2024-02-22,W07,动力站,E02,天然气,22551.898,m³,3.5655,80408.85,524.18,吨蒸汽,-3.11,正常,MES
2025-01-31,W08,包装车间,E05,压缩空气,238.36,m³,0.2779,66.24,629.639,件,-2.16,停产,MES
2024-06-19,W03,热处理车间,E03,蒸汽,23.308,t,217.4167,5067.47,96.95,吨,30.4,正常,MES
2025-03-07,W02,轧制车间,E03,蒸汽,44.076,t,224.1927,9881.42,335.319,吨,6.23,正常,MES
2024-12-27,W04,机加工车间,E04,工业水,61.921,m³,4.1163,254.88,4496.298,件,-0.72,正常,MES
2025-09-22,W06,装配车间,E01,电力,13974.072,kWh,0.6727,9400.73,311.144,台,19.71,正常,MES
2025-04-15,W05,表面处理车间,E04,工业水,460.599,m3,4.1626,1917.3,6706.336,平方米,15.59,正常,MES
2025-05-07,W08,包装,E05,压缩空气,1505.784,m³,0.2807,422.68,10223.451,件,19.9,正常,MES
2024-01-11,W04,机加工车间,E01,电力,20257.464,kWh,0.6823,13822.58,4532.782,件,-4.15,正常,MES
2025-05-19,W06,装配车间,E05,压缩空气,4190.582,m³,0.2808,1176.56,282.294,台,16.72,正常,MES
2025-12-14,W03,热处理车间,E01,电力,27715.516,kWh,0.6686,18529.39,101.034,吨,-2.69,正常,MES
2024-02-22,W06,装配车间,E01,电力,12864.384,kWh,0.6781,8722.86,287.205,台,-3.11,正常,MES
2024-03-29,W02,轧制车间,E04,工业水,180.083,m³,4.1506,747.45,296.237,吨,6.41,正常,MES
2024-11-17,W05,表面处理车间,E03,蒸汽,10.257,t,214.9432,2204.76,1492.3,平方米,5.95,低负荷,MES
2025-05-18,W01,熔炼车间,E02,天然气,7779.355,m³,3.4851,27112.12,264.787,吨,21.35,正常,MES
2024-09-19,W07,动力站,E02,天然气,13768.027,m³,3.4186,47067.65,540.078,吨蒸汽,15.51,正常,MES
2024.11.11,W05,表面处理车间,E01,电力,22077.897,kWh,0.6754,14910.32,,平方米,9.76,正常,MES
2025-12-15,W06,装配车间,E01,电力,14544.234,kWh,0.6716,9767.98,267.479,台,-2.22,正常,MES
2025-08-04,W07,动力站,E01,电力,10923.402,kWh,0.6799,7426.31,578.751,吨蒸汽,26.21,正常,MES
2025-07-15,W05,表面处理车间,E04,工业水,423.894,m³,3.9727,1684.0,7140.883,平方米,29.2,正常,MES
2025-10-31,W01,熔炼车间,E02,天然气,8565.9,m³,3.4382,29451.52,315.093,吨,9.71,正常,MES
2025-06-03,W01,熔炼车间,E04,工业水,-283.079,m³,4.118,1165.71,294.302,吨,25.52,正常,MES
2024-03-31,W01,熔炼车间,E01,电力,39808.244,kWh,0.0,26770.14,213.252,吨,7.04,正常,MES
2024-04-18,W05,表面处理车间,E02,天然气,856.094,m³,3.3833,2896.39,6845.511,平方米,9.2,正常,MES
2024-11-13,W03,热处理车间,E02,天然气,9715.94,m³,3.457,33588.49,106.346,吨,4.17,正常,MES
2024-12-26,W04,机加工车间,E01,电力,21478.458,kWh,0.6762,14523.87,4013.212,件,-0.82,正常,MES
2025-12-04,W05,表面处理车间,E03,蒸汽,32.49,t,219.7784,7140.61,7600.575,平方米,0.95,正常,MES
2025-07-08,W07,动力站,E02,天然气,12129.217,m³,3.4674,42056.77,547.905,吨蒸汽,26.97,正常,MES
2024-11-30 00:00:00,W02,轧制车间,E04,工业水,171.547,m³,4.0876,701.22,305.484,吨,7.76,正常,MES
2025-01-02,W08,包装车间,E01,电力,6112.27,kWh,0.6954,4250.22,10551.204,件,-2.51,正常,MES
2024-10-22,W05,表面处理车间,E02,天然气,874.589,m³,3.4551,3021.81,7288.133,平方米,14.38,正常,MES
2025-07-30,W05,表面处理车间,E03,蒸汽,21.438,t,214.7054,4602.85,7075.438,平方米,24.59,正常,MES
2024-01-02,W02,轧制车间,E04,工业水,201.793,m³,4.0683,820.97,292.874,吨,-6.36,正常,MES
2024-02-04,W01,熔炼车间,E01,电力,42050.197,kWh,0.681,28635.64,254.711,吨,1.63,正常,MES
2024-03-18,W02,轧制车间,E01,电力,40386.117,kWh,0.7022,28357.76,339.172,吨,9.72,正常,MES
2025-09-19,W05,表面处理车间,E04,工业水,401.597,m³,4.1833,1680.01,7855.328,平方米,18.67,正常,MES
2025-04-06,W06,装配车间,E01,电力,2344.463,kWh,0.652,1528.65,16.529,台,14.26,停产,MES
2024-01-10,W04,机加工车间,E05,压缩空气,5684.147,m³,0.2861,1626.31,4279.848,件,-4.15,正常,MES
2024-09-09,W02,轧制车间,E01,电力,39524.043,kWh,0.6745,26659.26,335.403,吨,23.32,正常,MES
2025-01-27,W03,热处理车间,E03,蒸汽,41.633,t,223.863,9320.11,100.69,吨,-5.85,正常,MES
2025-12-05,W07,动力站,E01,电力,9600.355,kWh,0.6736,6467.18,538.218,吨蒸汽,-1.18,正常,MES
2025-12-21,W02,轧制车间,E03,蒸汽,54.45,t,219.2559,11938.5,326.352,吨,-4.42,正常,MES
2025-06-02,W08,包装车间,E01,电力,1044.169,kWh,0.6909,721.45,596.435,件,26.43,停产,MES
2025-12-25,W07,动力站,E06,柴油,200.099,kg,7.7231,1545.39,590.265,吨蒸汽,-6.85,正常,MES
2024-10-29,W08,包装车间,E01,电力,5049.619,kWh,0.6758,3412.33,,件,14.94,正常,MES
2024-10-16,W06,装配车间,E01,电力,10488.975,kWh,0.6653,6978.19,262.529,台,15.27,正常,MES
2024-08-24,W02,轧制车间 ,E04,工业水,183.704,m³,4.0199,738.48,311.448,吨,24.72,正常,MES
2025-02-16,W05,表面处理车间,E04,工业水,164.685,m³,4.1972,691.21,1424.595,平方米,3.62,低负荷,MES
2025-05-29,W07,动力站,E04,工业水,824.671,m³,4.0731,3358.99,477.336,吨蒸汽,19.96,正常,MES
2024-02-03,W02,轧制车间,E02,天然气,7877.888,m³,3.3269,26209.14,329.092,吨,-2.53,正常,MES
2024-11-03,W05,表面处理车间,E03,蒸汽,10.557,t,217.7372,2298.64,1472.139,平方米,1.52,低负荷,MES
2025-05-17,W05,表面处理车间,E03,蒸汽,15.354,t,223.722,3434.92,4178.682,平方米,19.14,低负荷,MES
2025-08-18,W05,表面处理车间,E04,工业水,444.576,m3,4.069,1808.98,7492.828,平方米,28.3,正常,MES
2025/08/03,W02,轧制车间,E02,天然气,4538.27,m³,3.5037,15900.55,327.048,吨,24.79,正常,MES
2025-02-13,W07,动力站,E04,工业水,893.594,m³,4.1167,3678.7,548.539,吨蒸汽,0.37,正常,MES
2024-09-14,W05,表面处理车间,E01,电力,16164.894,kWh,0.6893,11142.78,4372.298,平方米,15.96,低负荷,MES
2025-08-13,W07,动力站,E06,柴油,194.355,kg,8.0445,1563.49,554.121,吨蒸汽,29.17,正常,MES
2024-06-20,W07,动力站,E02,天然气,13182.312,m³,3.336,43976.78,542.006,吨蒸汽,26.61,正常,MES
2024-05-24,W06,装配车间,E01,电力,11268.493,kWh,0.6927,7806.17,285.683,台,22.55,正常,MES
2024-03-22,W07,动力站,E04,工业水,898.951,m³,4.1907,3767.27,516.897,吨蒸汽,7.31,正常,MES
2025-02-24 00:00:00,W04,机加工车间,E05,压缩空气,6259.478,m³,0.2803,1754.59,4528.852,件,-1.62,正常,MES
2025-07-30,W05,表面处理车间,E01,电力,28512.239,kWh,0.6879,19614.82,7075.438,平方米,24.59,正常,MES
2025-07-19,W07,动力站,E01,电力,10189.868,kWh,0.6801,6929.69,532.973,吨蒸汽,28.9,正常,MES
